"Gemeinde_de","Text_de","Gemeinde_fr","Text_fr","Gemeinde_it","Text_it"
"Münchenwiler BE","In Münchenwiler hat die Stimmbevölkerung der Änderung des Mietrechts zur vereinfachten Kündigung für Eigenbedarf zugestimmt. Die Vorlage wurde mit einem Ja-Stimmen-Anteil von 88,1 Prozent angenommen. Münchenwiler hat damit gleich wie der Kanton Bern Ja gesagt zu dieser Vorlage.","Villars-les-Moines (BE)","L'assouplissement du droit du bail en faveur des propriétaires pour leur besoin propre est approuvé à Villars-les-Moines par 88,1 pour cent des votants. Villars-les-Moines a approuvé la réforme, tout comme son canton.","Villars-les-Moines (BE)","A Villars-les-Moines gli abitanti hanno accolto la modifica del diritto di locazione (disdetta per bisogno personale) con il 88,1 per cento di ""sì"". Villars-les-Moines ha accolto il testo, così come quanto avvenuto a livello cantonale."
"Neuenegg BE","Die Gemeinde Neuenegg hat die Änderung des Mietrechts zur vereinfachten Kündigung für Eigenbedarf mit 66,1 Prozent Ja-Stimmen angenommen. Neuenegg hat damit gleich wie der Kanton Bern Ja gesagt zu dieser Vorlage.","Neuenegg (BE)","La population de Neuenegg approuve à 66,1 pour cent l'assouplissement du droit du bail en faveur des propriétaires pour leur besoin propre. Neuenegg a approuvé la réforme, tout comme son canton.","Neuenegg (BE)","I cittadini di Neuenegg hanno accolto la modifica del diritto di locazione (disdetta per bisogno personale) con il 66,1 per cento di voti a favore. Neuenegg ha accolto il testo, così come quanto avvenuto a livello cantonale."
"Wileroltigen BE","Die Gemeinde Wileroltigen hat die Änderung des Mietrechts zur vereinfachten Kündigung für Eigenbedarf mit 56,2 Prozent Ja-Stimmen angenommen. Wileroltigen hat damit gleich wie der Kanton Bern Ja gesagt zu dieser Vorlage.","Wileroltigen (BE)","La population de Wileroltigen approuve à 56,2 pour cent l'assouplissement du droit du bail en faveur des propriétaires pour leur besoin propre. Wileroltigen a approuvé la réforme, tout comme son canton.","Wileroltigen (BE)","I cittadini di Wileroltigen hanno accolto la modifica del diritto di locazione (disdetta per bisogno personale) con il 56,2 per cento di voti a favore. Wileroltigen ha accolto il testo, così come quanto avvenuto a livello cantonale."
"Belprahon BE","In Belprahon hat die Stimmbevölkerung der Änderung des Mietrechts zur vereinfachten Kündigung für Eigenbedarf zugestimmt. Die Vorlage wurde mit einem Ja-Stimmen-Anteil von 73,9 Prozent angenommen. Belprahon hat damit gleich wie der Kanton Bern Ja gesagt zu dieser Vorlage.","Belprahon (BE)","L'assouplissement du droit du bail en faveur des propriétaires pour leur besoin propre est approuvé à Belprahon par 73,9 pour cent des votants. Belprahon a approuvé la réforme, tout comme son canton.","Belprahon (BE)","A Belprahon gli abitanti hanno accolto la modifica del diritto di locazione (disdetta per bisogno personale) con il 73,9 per cento di ""sì"". Belprahon ha accolto il testo, così come quanto avvenuto a livello cantonale."
"Champoz BE","61,4 Prozent der Stimmbürgerinnen und Stimmbürger von Champoz haben die Änderung des Mietrechts zur vereinfachten Kündigung für Eigenbedarf angenommen. Champoz hat damit gleich wie der Kanton Bern Ja gesagt zu dieser Vorlage.","Champoz (BE)","Les habitants de Champoz soutiennent à 61,4 pour cent l'assouplissement du droit du bail en faveur des propriétaires pour leur besoin propre. Champoz a approuvé la réforme, tout comme son canton.","Champoz (BE)","Gli elettori di Champoz si sono mostrati favorevoli alla modifica del diritto di locazione (disdetta per bisogno personale), che ha ricevuto il 61,4 per cento di ""sì"". Champoz ha accolto il testo, così come quanto avvenuto a livello cantonale."
"Corcelles BE","In Corcelles BE hat die Stimmbevölkerung die Änderung des Mietrechts zur vereinfachten Kündigung für Eigenbedarf abgelehnt. Die Vorlage wurde mit einem Nein-Stimmen-Anteil von 88,9 Prozent verworfen. Corcelles BE hat damit anders abgestimmt als der Kanton Bern, der die Vorlage angenommen hat.","Corcelles (BE)","La population de Corcelles (BE) rejette à 88,9 pour cent des voix l'assouplissement du droit du bail en faveur des propriétaires pour leur besoin propre. Corcelles (BE) a rejeté la réforme, contrairement à son canton.","Corcelles (BE)","A Corcelles BE gli abitanti si sono opposti alla modifica del diritto di locazione (disdetta per bisogno personale) con il 88,9 per cento di voti a sfavore. Corcelles BE ha respinto il testo, contrariamente a quanto registrato a livello cantonale."
"Court BE","In Court hat die Änderung des Mietrechts zur vereinfachten Kündigung für Eigenbedarf keine Mehrheit gefunden. Auf 72,9 Prozent der abgegebenen Stimmzettel stand ein Nein. Court hat damit anders abgestimmt als der Kanton Bern, der die Vorlage angenommen hat.","Court (BE)","L'assouplissement du droit du bail en faveur des propriétaires pour leur besoin propre est refusé à 72,9 pour cent à Court. Court a rejeté la réforme, contrairement à son canton.","Court (BE)","I cittadini di Court hanno respinto la modifica del diritto di locazione (disdetta per bisogno personale) con il 72,9 per cento di voti contrari. Court ha respinto il testo, contrariamente a quanto registrato a livello cantonale."
"Crémines BE","Die Gemeinde Crémines hat die Änderung des Mietrechts zur vereinfachten Kündigung für Eigenbedarf mit 95,5 Prozent Ja-Stimmen angenommen. Crémines hat damit gleich wie der Kanton Bern Ja gesagt zu dieser Vorlage.","Crémines (BE)","La population de Crémines approuve à 95,5 pour cent l'assouplissement du droit du bail en faveur des propriétaires pour leur besoin propre. Crémines a approuvé la réforme, tout comme son canton.","Crémines (BE)","I cittadini di Crémines hanno accolto la modifica del diritto di locazione (disdetta per bisogno personale) con il 95,5 per cento di voti a favore. Crémines ha accolto il testo, così come quanto avvenuto a livello cantonale."
"Eschert BE","In Eschert hat die Stimmbevölkerung der Änderung des Mietrechts zur vereinfachten Kündigung für Eigenbedarf zugestimmt. Die Vorlage wurde mit einem Ja-Stimmen-Anteil von 75,8 Prozent angenommen. Eschert hat damit gleich wie der Kanton Bern Ja gesagt zu dieser Vorlage.","Eschert (BE)","L'assouplissement du droit du bail en faveur des propriétaires pour leur besoin propre est approuvé à Eschert par 75,8 pour cent des votants. Eschert a approuvé la réforme, tout comme son canton.","Eschert (BE)","A Eschert gli abitanti hanno accolto la modifica del diritto di locazione (disdetta per bisogno personale) con il 75,8 per cento di ""sì"". Eschert ha accolto il testo, così come quanto avvenuto a livello cantonale."
"Grandval BE","In Grandval hat die Stimmbevölkerung die Änderung des Mietrechts zur vereinfachten Kündigung für Eigenbedarf abgelehnt. Die Vorlage wurde mit einem Nein-Stimmen-Anteil von 95 Prozent verworfen. Grandval hat damit anders abgestimmt als der Kanton Bern, der die Vorlage angenommen hat.","Grandval (BE)","La population de Grandval rejette à 95 pour cent des voix l'assouplissement du droit du bail en faveur des propriétaires pour leur besoin propre. Grandval a rejeté la réforme, contrairement à son canton.","Grandval (BE)","A Grandval gli abitanti si sono opposti alla modifica del diritto di locazione (disdetta per bisogno personale) con il 95 per cento di voti a sfavore. Grandval ha respinto il testo, contrariamente a quanto registrato a livello cantonale."
"Loveresse BE","Loveresse hat die Änderung des Mietrechts zur vereinfachten Kündigung für Eigenbedarf mit 96,9 Prozent abgelehnt. Loveresse hat damit anders abgestimmt als der Kanton Bern, der die Vorlage angenommen hat.","Loveresse (BE)","L'assouplissement du droit du bail en faveur des propriétaires pour leur besoin propre n'a pas trouvé grâce aux yeux des citoyens de Loveresse. Ils ont refusé le texte à 96,9 pour cent. Loveresse a rejeté la réforme, contrairement à son canton.","Loveresse (BE)","La modifica del diritto di locazione (disdetta per bisogno personale) è stata respinta a Loveresse, dove ha riscosso il 96,9 per cento di ""no"". Loveresse ha respinto il testo, contrariamente a quanto registrato a livello cantonale."
"Moutier BE","Die Gemeinde Moutier hat die Änderung des Mietrechts zur vereinfachten Kündigung wegen Eigenbedarfs mit 60,9 Prozent angenommen. Moutier hat damit gleich wie der Kanton Bern Ja gesagt zu dieser Vorlage.","Moutier (BE)","A Moutier, les habitants disent oui à  60,9 pour cent à l'assouplissement du droit du bail en faveur des propriétaires pour leur besoin propre. Moutier a approuvé la réforme, tout comme son canton.","Moutier (BE)","Nel comune di Moutier, i cittadini hanno accolto la modifica del diritto di locazione (disdetta per bisogno personale) con il 60,9 per cento di voti favorevoli. Moutier ha accolto il testo, così come quanto avvenuto a livello cantonale."
"Perrefitte BE","In Perrefitte hat die Stimmbevölkerung der Änderung des Mietrechts zur vereinfachten Kündigung für Eigenbedarf zugestimmt. Die Vorlage wurde mit einem Ja-Stimmen-Anteil von 75,3 Prozent angenommen. Perrefitte hat damit gleich wie der Kanton Bern Ja gesagt zu dieser Vorlage.","Perrefitte (BE)","L'assouplissement du droit du bail en faveur des propriétaires pour leur besoin propre est approuvé à Perrefitte par 75,3 pour cent des votants. Perrefitte a approuvé la réforme, tout comme son canton.","Perrefitte (BE)","A Perrefitte gli abitanti hanno accolto la modifica del diritto di locazione (disdetta per bisogno personale) con il 75,3 per cento di ""sì"". Perrefitte ha accolto il testo, così come quanto avvenuto a livello cantonale."
"Reconvilier BE","Die Gemeinde Reconvilier hat die Änderung des Mietrechts zur vereinfachten Kündigung wegen Eigenbedarfs mit 63 Prozent angenommen. Reconvilier hat damit gleich wie der Kanton Bern Ja gesagt zu dieser Vorlage.","Reconvilier (BE)","A Reconvilier, les habitants disent oui à  63 pour cent à l'assouplissement du droit du bail en faveur des propriétaires pour leur besoin propre. Reconvilier a approuvé la réforme, tout comme son canton.","Reconvilier (BE)","Nel comune di Reconvilier, i cittadini hanno accolto la modifica del diritto di locazione (disdetta per bisogno personale) con il 63 per cento di voti favorevoli. Reconvilier ha accolto il testo, così come quanto avvenuto a livello cantonale."
"Roches BE","In Roches BE hat die Stimmbevölkerung die Änderung des Mietrechts zur vereinfachten Kündigung für Eigenbedarf abgelehnt. Die Vorlage wurde mit einem Nein-Stimmen-Anteil von 56,3 Prozent verworfen. Roches BE hat damit anders abgestimmt als der Kanton Bern, der die Vorlage angenommen hat.","Roches (BE)","La population de Roches (BE) rejette à 56,3 pour cent des voix l'assouplissement du droit du bail en faveur des propriétaires pour leur besoin propre. Roches (BE) a rejeté la réforme, contrairement à son canton.","Roches (BE)","A Roches BE gli abitanti si sono opposti alla modifica del diritto di locazione (disdetta per bisogno personale) con il 56,3 per cento di voti a sfavore. Roches BE ha respinto il testo, contrariamente a quanto registrato a livello cantonale."
"Saicourt BE","Nein zur Änderung des Mietrechts zur vereinfachten Kündigung für Eigenbedarf in Saicourt. Die Gemeinde hat die Vorlage mit 58 Prozent abgelehnt. Saicourt hat damit anders abgestimmt als der Kanton Bern, der die Vorlage angenommen hat.","Saicourt (BE)","A Saicourt, les citoyens rejettent à 58 pour cent l'assouplissement du droit du bail en faveur des propriétaires pour leur besoin propre. Saicourt a rejeté la réforme, contrairement à son canton.","Saicourt (BE)","Nel comune di Saicourt, i cittadini hanno respinto la modifica del diritto di locazione (disdetta per bisogno personale) con il 58 per cento di voti contrari. Saicourt ha respinto il testo, contrariamente a quanto registrato a livello cantonale."
"Saules BE","Nein zur Änderung des Mietrechts zur vereinfachten Kündigung für Eigenbedarf  in Saules BE: Mit 5'889 Nein- zu 4'661 Ja-Stimmen haben die Stimmbürgerinnen und Stimmbürger die Vorlage abgelehnt. Das sind 55,8 Prozent. Saules BE hat damit anders abgestimmt als der Kanton Bern, der die Vorlage angenommen hat.","Saules (BE)","C'est non à l'assouplissement du droit du bail en faveur des propriétaires pour leur besoin propre à Saules (BE). Les habitants ont refusé le texte à 55,8 pour cent. Saules (BE) a rejeté la réforme, contrairement à son canton.","Saules (BE)","Gli elettori di Saules BE si sono mostrati scettici nei confronti della modifica del diritto di locazione (disdetta per bisogno personale), che è stata respinta con il 55,8 per cento di voti contrari. Saules BE ha respinto il testo, contrariamente a quanto registrato a livello cantonale."
"Schelten BE","In Schelten hat die Stimmbevölkerung der Änderung des Mietrechts zur vereinfachten Kündigung für Eigenbedarf zugestimmt. Die Vorlage wurde mit einem Ja-Stimmen-Anteil von 58 Prozent angenommen. Schelten hat damit gleich wie der Kanton Bern Ja gesagt zu dieser Vorlage.","La Scheulte (BE)","L'assouplissement du droit du bail en faveur des propriétaires pour leur besoin propre est approuvé à La Scheulte par 58 pour cent des votants. La Scheulte a approuvé la réforme, tout comme son canton.","La Scheulte (BE)","A La Scheulte gli abitanti hanno accolto la modifica del diritto di locazione (disdetta per bisogno personale) con il 58 per cento di ""sì"". La Scheulte ha accolto il testo, così come quanto avvenuto a livello cantonale."
"Seehof BE","In Seehof hat die Stimmbevölkerung der Änderung des Mietrechts zur vereinfachten Kündigung für Eigenbedarf zugestimmt. Die Vorlage wurde mit einem Ja-Stimmen-Anteil von 68,4 Prozent angenommen. Seehof hat damit gleich wie der Kanton Bern Ja gesagt zu dieser Vorlage.","Seehof (BE)","L'assouplissement du droit du bail en faveur des propriétaires pour leur besoin propre est approuvé à Seehof par 68,4 pour cent des votants. Seehof a approuvé la réforme, tout comme son canton.","Seehof (BE)","A Seehof gli abitanti hanno accolto la modifica del diritto di locazione (disdetta per bisogno personale) con il 68,4 per cento di ""sì"". Seehof ha accolto il testo, così come quanto avvenuto a livello cantonale."
"Sorvilier BE","Sorvilier hat die Änderung des Mietrechts zur vereinfachten Kündigung für Eigenbedarf mit 76 Prozent abgelehnt. Sorvilier hat damit anders abgestimmt als der Kanton Bern, der die Vorlage angenommen hat.","Sorvilier (BE)","L'assouplissement du droit du bail en faveur des propriétaires pour leur besoin propre n'a pas trouvé grâce aux yeux des citoyens de Sorvilier. Ils ont refusé le texte à 76 pour cent. Sorvilier a rejeté la réforme, contrairement à son canton.","Sorvilier (BE)","La modifica del diritto di locazione (disdetta per bisogno personale) è stata respinta a Sorvilier, dove ha riscosso il 76 per cento di ""no"". Sorvilier ha respinto il testo, contrariamente a quanto registrato a livello cantonale."
"Tavannes BE","Ja zur Änderung des Mietrechts zur vereinfachten Kündigung für Eigenbedarf in Tavannes. Die Gemeinde hat die Vorlage mit 87,4 Prozent der Stimmen angenommen. Tavannes hat damit gleich wie der Kanton Bern Ja gesagt zu dieser Vorlage.","Tavannes (BE)","L'assouplissement du droit du bail en faveur des propriétaires pour leur besoin propre passe la rampe avec 87,4 pour cent de oui à Tavannes. Tavannes a approuvé la réforme, tout comme son canton.","Tavannes (BE)","La modifica del diritto di locazione (disdetta per bisogno personale) è stata accolta a Tavannes, dove ha riscosso il 87,4 per cento di voti a favore. Tavannes ha accolto il testo, così come quanto avvenuto a livello cantonale."
"Rebévelier BE","In Rebévelier hat die Stimmbevölkerung der Änderung des Mietrechts zur vereinfachten Kündigung für Eigenbedarf zugestimmt. Die Vorlage wurde mit einem Ja-Stimmen-Anteil von 83,9 Prozent angenommen. Rebévelier hat damit gleich wie der Kanton Bern Ja gesagt zu dieser Vorlage.","Rebévelier (BE)","L'assouplissement du droit du bail en faveur des propriétaires pour leur besoin propre est approuvé à Rebévelier par 83,9 pour cent des votants. Rebévelier a approuvé la réforme, tout comme son canton.","Rebévelier (BE)","A Rebévelier gli abitanti hanno accolto la modifica del diritto di locazione (disdetta per bisogno personale) con il 83,9 per cento di ""sì"". Rebévelier ha accolto il testo, così come quanto avvenuto a livello cantonale."
"Petit-Val BE","64,1 Prozent der Stimmbürgerinnen und Stimmbürger von Petit-Val haben die Änderung des Mietrechts zur vereinfachten Kündigung für Eigenbedarf angenommen. Petit-Val hat damit gleich wie der Kanton Bern Ja gesagt zu dieser Vorlage.","Petit-Val (BE)","Les habitants de Petit-Val soutiennent à 64,1 pour cent l'assouplissement du droit du bail en faveur des propriétaires pour leur besoin propre. Petit-Val a approuvé la réforme, tout comme son canton.","Petit-Val (BE)","Gli elettori di Petit-Val si sono mostrati favorevoli alla modifica del diritto di locazione (disdetta per bisogno personale), che ha ricevuto il 64,1 per cento di ""sì"". Petit-Val ha accolto il testo, così come quanto avvenuto a livello cantonale."
"Valbirse BE","Nein zur Änderung des Mietrechts zur vereinfachten Kündigung für Eigenbedarf in Valbirse. Die Gemeinde hat die Vorlage mit 63,3 Prozent abgelehnt. Valbirse hat damit anders abgestimmt als der Kanton Bern, der die Vorlage angenommen hat.","Valbirse (BE)","A Valbirse, les citoyens rejettent à 63,3 pour cent l'assouplissement du droit du bail en faveur des propriétaires pour leur besoin propre. Valbirse a rejeté la réforme, contrairement à son canton.","Valbirse (BE)","Nel comune di Valbirse, i cittadini hanno respinto la modifica del diritto di locazione (disdetta per bisogno personale) con il 63,3 per cento di voti contrari. Valbirse ha respinto il testo, contrariamente a quanto registrato a livello cantonale."
"Neuenstadt BE","Neuenstadt hat die Änderung des Mietrechts zur vereinfachten Kündigung für Eigenbedarf mit 55,9 Prozent abgelehnt. Neuenstadt hat damit anders abgestimmt als der Kanton Bern, der die Vorlage angenommen hat.","La Neuveville (BE)","L'assouplissement du droit du bail en faveur des propriétaires pour leur besoin propre n'a pas trouvé grâce aux yeux des citoyens de La Neuveville. Ils ont refusé le texte à 55,9 pour cent. La Neuveville a rejeté la réforme, contrairement à son canton.","La Neuveville (BE)","La modifica del diritto di locazione (disdetta per bisogno personale) è stata respinta a La Neuveville, dove ha riscosso il 55,9 per cento di ""no"". La Neuveville ha respinto il testo, contrariamente a quanto registrato a livello cantonale."
"Nods BE","Keine Mehrheit für die Änderung des Mietrechts zur vereinfachten Kündigung für Eigenbedarf in Nods: Mit 8'098 Nein-Stimmen zu 4'612 Ja-Stimmen oder 63,7 Prozent hat die Gemeinde die Vorlage verworfen. Nods hat damit anders abgestimmt als der Kanton Bern, der die Vorlage angenommen hat.","Nods (BE)","L'assouplissement du droit du bail en faveur des propriétaires pour leur besoin propre n'a pas convaincu à Nods. Les citoyens de la commune ont refusé le texte à 63,7 pour cent. Nods a rejeté la réforme, contrairement à son canton.","Nods (BE)","Il 63,7 per cento degli elettori di Nods ha respinto la modifica del diritto di locazione (disdetta per bisogno personale). Nods ha respinto il testo, contrariamente a quanto registrato a livello cantonale."
"Plateau de Diesse BE","Ja zur Änderung des Mietrechts zur vereinfachten Kündigung für Eigenbedarf in Plateau de Diesse. Die Gemeinde hat die Vorlage mit 54,2 Prozent der Stimmen angenommen. Plateau de Diesse hat damit gleich wie der Kanton Bern Ja gesagt zu dieser Vorlage.","Plateau de Diesse (BE)","L'assouplissement du droit du bail en faveur des propriétaires pour leur besoin propre passe la rampe avec 54,2 pour cent de oui à Plateau de Diesse. Plateau de Diesse a approuvé la réforme, tout comme son canton.","Plateau de Diesse (BE)","La modifica del diritto di locazione (disdetta per bisogno personale) è stata accolta a Plateau de Diesse, dove ha riscosso il 54,2 per cento di voti a favore. Plateau de Diesse ha accolto il testo, così come quanto avvenuto a livello cantonale."
"Aegerten BE","53,8 Prozent der Stimmbürgerinnen und Stimmbürger von Aegerten sagen Nein zur Änderung des Mietrechts zur vereinfachten Kündigung für Eigenbedarf. Aegerten hat damit anders abgestimmt als der Kanton Bern, der die Vorlage angenommen hat.","Aegerten (BE)","Les habitants d'Aegerten s'opposent à l'assouplissement du droit du bail en faveur des propriétaires pour leur besoin propre par 53,8 pour cent des voix. Aegerten a rejeté la réforme, contrairement à son canton.","Aegerten (BE)","Gli abitanti di Aegerten hanno respinto la modifica del diritto di locazione (disdetta per bisogno personale) con il 53,8 per cento di ""no"". Aegerten ha respinto il testo, contrariamente a quanto registrato a livello cantonale."
"Bellmund BE","In Bellmund hat die Änderung des Mietrechts zur vereinfachten Kündigung für Eigenbedarf keine Mehrheit gefunden. Auf 62,4 Prozent der abgegebenen Stimmzettel stand ein Nein. Bellmund hat damit anders abgestimmt als der Kanton Bern, der die Vorlage angenommen hat.","Bellmund (BE)","L'assouplissement du droit du bail en faveur des propriétaires pour leur besoin propre est refusé à 62,4 pour cent à Bellmund. Bellmund a rejeté la réforme, contrairement à son canton.","Bellmund (BE)","I cittadini di Bellmund hanno respinto la modifica del diritto di locazione (disdetta per bisogno personale) con il 62,4 per cento di voti contrari. Bellmund ha respinto il testo, contrariamente a quanto registrato a livello cantonale."
"Brügg BE","Nein zur Änderung des Mietrechts zur vereinfachten Kündigung für Eigenbedarf in Brügg. Die Gemeinde hat die Vorlage mit 54,5 Prozent abgelehnt. Brügg hat damit anders abgestimmt als der Kanton Bern, der die Vorlage angenommen hat.","Brügg (BE)","A Brügg, les citoyens rejettent à 54,5 pour cent l'assouplissement du droit du bail en faveur des propriétaires pour leur besoin propre. Brügg a rejeté la réforme, contrairement à son canton.","Brügg (BE)","Nel comune di Brügg, i cittadini hanno respinto la modifica del diritto di locazione (disdetta per bisogno personale) con il 54,5 per cento di voti contrari. Brügg ha respinto il testo, contrariamente a quanto registrato a livello cantonale."
"Bühl BE","Bühl hat die Änderung des Mietrechts zur vereinfachten Kündigung für Eigenbedarf mit 57,4 Prozent abgelehnt. Bühl hat damit anders abgestimmt als der Kanton Bern, der die Vorlage angenommen hat.","Bühl (BE)","L'assouplissement du droit du bail en faveur des propriétaires pour leur besoin propre n'a pas trouvé grâce aux yeux des citoyens de Bühl. Ils ont refusé le texte à 57,4 pour cent. Bühl a rejeté la réforme, contrairement à son canton.","Bühl (BE)","La modifica del diritto di locazione (disdetta per bisogno personale) è stata respinta a Bühl, dove ha riscosso il 57,4 per cento di ""no"". Bühl ha respinto il testo, contrariamente a quanto registrato a livello cantonale."
"Epsach BE","In Epsach hat die Änderung des Mietrechts zur vereinfachten Kündigung für Eigenbedarf keine Mehrheit gefunden. Auf 53,9 Prozent der abgegebenen Stimmzettel stand ein Nein. Epsach hat damit anders abgestimmt als der Kanton Bern, der die Vorlage angenommen hat.","Epsach (BE)","L'assouplissement du droit du bail en faveur des propriétaires pour leur besoin propre est refusé à 53,9 pour cent à Epsach. Epsach a rejeté la réforme, contrairement à son canton.","Epsach (BE)","I cittadini di Epsach hanno respinto la modifica del diritto di locazione (disdetta per bisogno personale) con il 53,9 per cento di voti contrari. Epsach ha respinto il testo, contrariamente a quanto registrato a livello cantonale."
"Hagneck BE","Ja zur Änderung des Mietrechts zur vereinfachten Kündigung für Eigenbedarf in Hagneck. Die Gemeinde hat die Vorlage mit 99,1 Prozent der Stimmen angenommen. Hagneck hat damit gleich wie der Kanton Bern Ja gesagt zu dieser Vorlage.","Hagneck (BE)","L'assouplissement du droit du bail en faveur des propriétaires pour leur besoin propre passe la rampe avec 99,1 pour cent de oui à Hagneck. Hagneck a approuvé la réforme, tout comme son canton.","Hagneck (BE)","La modifica del diritto di locazione (disdetta per bisogno personale) è stata accolta a Hagneck, dove ha riscosso il 99,1 per cento di voti a favore. Hagneck ha accolto il testo, così come quanto avvenuto a livello cantonale."
"Hermrigen BE","Hermrigen hat die Änderung des Mietrechts zur vereinfachten Kündigung für Eigenbedarf mit 51,2 Prozent abgelehnt. Hermrigen hat damit anders abgestimmt als der Kanton Bern, der die Vorlage angenommen hat.","Hermrigen (BE)","L'assouplissement du droit du bail en faveur des propriétaires pour leur besoin propre n'a pas trouvé grâce aux yeux des citoyens de Hermrigen. Ils ont refusé le texte à 51,2 pour cent. Hermrigen a rejeté la réforme, contrairement à son canton.","Hermrigen (BE)","La modifica del diritto di locazione (disdetta per bisogno personale) è stata respinta a Hermrigen, dove ha riscosso il 51,2 per cento di ""no"". Hermrigen ha respinto il testo, contrariamente a quanto registrato a livello cantonale."
"Jens BE","Jens hat die Änderung des Mietrechts zur vereinfachten Kündigung für Eigenbedarf mit 55,1 Prozent abgelehnt. Jens hat damit anders abgestimmt als der Kanton Bern, der die Vorlage angenommen hat.","Jens (BE)","L'assouplissement du droit du bail en faveur des propriétaires pour leur besoin propre n'a pas trouvé grâce aux yeux des citoyens de Jens. Ils ont refusé le texte à 55,1 pour cent. Jens a rejeté la réforme, contrairement à son canton.","Jens (BE)","La modifica del diritto di locazione (disdetta per bisogno personale) è stata respinta a Jens, dove ha riscosso il 55,1 per cento di ""no"". Jens ha respinto il testo, contrariamente a quanto registrato a livello cantonale."
"Ipsach BE","Die Gemeinde Ipsach hat die Änderung des Mietrechts zur vereinfachten Kündigung für Eigenbedarf mit 79,3 Prozent Ja-Stimmen angenommen. Ipsach hat damit gleich wie der Kanton Bern Ja gesagt zu dieser Vorlage.","Ipsach (BE)","La population d'Ipsach approuve à 79,3 pour cent l'assouplissement du droit du bail en faveur des propriétaires pour leur besoin propre. Ipsach a approuvé la réforme, tout comme son canton.","Ipsach (BE)","I cittadini di Ipsach hanno accolto la modifica del diritto di locazione (disdetta per bisogno personale) con il 79,3 per cento di voti a favore. Ipsach ha accolto il testo, così come quanto avvenuto a livello cantonale."
"Ligerz BE","Keine Mehrheit für die Änderung des Mietrechts zur vereinfachten Kündigung für Eigenbedarf in Ligerz: Mit 7'218 Nein-Stimmen zu 7'077 Ja-Stimmen oder 50,5 Prozent hat die Gemeinde die Vorlage verworfen. Ligerz hat damit anders abgestimmt als der Kanton Bern, der die Vorlage angenommen hat.","Gléresse (BE)","L'assouplissement du droit du bail en faveur des propriétaires pour leur besoin propre n'a pas convaincu à Gléresse. Les citoyens de la commune ont refusé le texte à 50,5 pour cent. Gléresse a rejeté la réforme, contrairement à son canton.","Gléresse (BE)","Il 50,5 per cento degli elettori di Gléresse ha respinto la modifica del diritto di locazione (disdetta per bisogno personale). Gléresse ha respinto il testo, contrariamente a quanto registrato a livello cantonale."
"Merzligen BE","Nein zur Änderung des Mietrechts zur vereinfachten Kündigung für Eigenbedarf  in Merzligen: Mit 6'558 Nein- zu 4'953 Ja-Stimmen haben die Stimmbürgerinnen und Stimmbürger die Vorlage abgelehnt. Das sind 57 Prozent. Merzligen hat damit anders abgestimmt als der Kanton Bern, der die Vorlage angenommen hat.","Merzligen (BE)","C'est non à l'assouplissement du droit du bail en faveur des propriétaires pour leur besoin propre à Merzligen. Les habitants ont refusé le texte à 57 pour cent. Merzligen a rejeté la réforme, contrairement à son canton.","Merzligen (BE)","Gli elettori di Merzligen si sono mostrati scettici nei confronti della modifica del diritto di locazione (disdetta per bisogno personale), che è stata respinta con il 57 per cento di voti contrari. Merzligen ha respinto il testo, contrariamente a quanto registrato a livello cantonale."
"Mörigen BE","In Mörigen hat die Stimmbevölkerung die Änderung des Mietrechts zur vereinfachten Kündigung für Eigenbedarf abgelehnt. Die Vorlage wurde mit einem Nein-Stimmen-Anteil von 62,9 Prozent verworfen. Mörigen hat damit anders abgestimmt als der Kanton Bern, der die Vorlage angenommen hat.","Mörigen (BE)","La population de Mörigen rejette à 62,9 pour cent des voix l'assouplissement du droit du bail en faveur des propriétaires pour leur besoin propre. Mörigen a rejeté la réforme, contrairement à son canton.","Mörigen (BE)","A Mörigen gli abitanti si sono opposti alla modifica del diritto di locazione (disdetta per bisogno personale) con il 62,9 per cento di voti a sfavore. Mörigen ha respinto il testo, contrariamente a quanto registrato a livello cantonale."
"Nidau BE","Keine Mehrheit für die Änderung des Mietrechts zur vereinfachten Kündigung für Eigenbedarf in Nidau: Mit 5'986 Nein-Stimmen zu 3'769 Ja-Stimmen oder 61,4 Prozent hat die Gemeinde die Vorlage verworfen. Nidau hat damit anders abgestimmt als der Kanton Bern, der die Vorlage angenommen hat.","Nidau (BE)","L'assouplissement du droit du bail en faveur des propriétaires pour leur besoin propre n'a pas convaincu à Nidau. Les citoyens de la commune ont refusé le texte à 61,4 pour cent. Nidau a rejeté la réforme, contrairement à son canton.","Nidau (BE)","Il 61,4 per cento degli elettori di Nidau ha respinto la modifica del diritto di locazione (disdetta per bisogno personale). Nidau ha respinto il testo, contrariamente a quanto registrato a livello cantonale."
"Orpund BE","Die Gemeinde Orpund hat die Änderung des Mietrechts zur vereinfachten Kündigung für Eigenbedarf mit 68,5 Prozent Ja-Stimmen angenommen. Orpund hat damit gleich wie der Kanton Bern Ja gesagt zu dieser Vorlage.","Orpund (BE)","La population d'Orpund approuve à 68,5 pour cent l'assouplissement du droit du bail en faveur des propriétaires pour leur besoin propre. Orpund a approuvé la réforme, tout comme son canton.","Orpund (BE)","I cittadini di Orpund hanno accolto la modifica del diritto di locazione (disdetta per bisogno personale) con il 68,5 per cento di voti a favore. Orpund ha accolto il testo, così come quanto avvenuto a livello cantonale."
