"Gemeinde_de","Text_de","Gemeinde_fr","Text_fr","Gemeinde_it","Text_it"
"Thörigen BE","Thörigen hat den Bundesbeschluss über den Ausbau der Autobahnen mit 90,4 Prozent abgelehnt. Thörigen hat damit gleich wie der Kanton Bern Nein gesagt zu dieser Vorlage.","Thörigen (BE)","La réforme en faveur de l'extension des autoroutes n'a pas trouvé grâce aux yeux des citoyens de Thörigen. Ils ont refusé le texte à 90,4 pour cent. Thörigen a rejeté l'arrêté, tout comme son canton.","Thörigen (BE)","Il potenziamento delle strade nazionali è stato respinto a Thörigen, dove ha riscosso il 90,4 per cento di ""no"". Thörigen ha respinto il testo, risultato che si è confermato anche a livello cantonale."
"Walliswil bei Niederbipp BE","58,7 Prozent der Abstimmenden in der Gemeinde Walliswil bei Niederbipp haben Ja gesagt zum Bundesbeschluss über den Ausbau der Autobahnen. Walliswil bei Niederbipp hat damit anders abgestimmt als der Kanton Bern, der die Vorlage abgelehnt hat.","Walliswil bei Niederbipp (BE)","Les habitants de Walliswil bei Niederbipp acceptent avec 58,7 pour cent de oui la réforme en faveur de l'extension des autoroutes. Walliswil bei Niederbipp a approuvé l'arrêté, contrairement à son canton.","Walliswil bei Niederbipp (BE)","Il 58,7 per cento degli elettori di Walliswil bei Niederbipp ha accolto il potenziamento delle strade nazionali. Walliswil bei Niederbipp ha accolto il testo, contrariamente a quanto avvenuto a livello cantonale."
"Walliswil bei Wangen BE","Nein zum Bundesbeschluss über den Ausbau der Autobahnen in Walliswil bei Wangen: Mit 7'152 Nein- zu 2'878 Ja-Stimmen haben die Stimmbürgerinnen und Stimmbürger die Vorlage abgelehnt. Das sind 71,3 Prozent. Walliswil bei Wangen hat damit gleich wie der Kanton Bern Nein gesagt zu dieser Vorlage.","Walliswil bei Wangen (BE)","C'est non à la réforme en faveur de l'extension des autoroutes à Walliswil bei Wangen. Les habitants ont refusé le texte à 71,3 pour cent. Walliswil bei Wangen a rejeté l'arrêté, tout comme son canton.","Walliswil bei Wangen (BE)","Gli elettori di Walliswil bei Wangen si sono mostrati scettici nei confronti del potenziamento delle strade nazionali, che è stato respinto con il 71,3 per cento di voti contrari. Walliswil bei Wangen ha respinto il testo, risultato che si è confermato anche a livello cantonale."
"Wangen an der Aare BE","Nein zum Bundesbeschluss über den Ausbau der Autobahnen in Wangen an der Aare: Mit 9'803 Nein- zu 7'823 Ja-Stimmen haben die Stimmbürgerinnen und Stimmbürger die Vorlage abgelehnt. Das sind 55,6 Prozent. Wangen an der Aare hat damit gleich wie der Kanton Bern Nein gesagt zu dieser Vorlage.","Wangen an der Aare (BE)","C'est non à la réforme en faveur de l'extension des autoroutes à Wangen an der Aare. Les habitants ont refusé le texte à 55,6 pour cent. Wangen an der Aare a rejeté l'arrêté, tout comme son canton.","Wangen an der Aare (BE)","Gli elettori di Wangen an der Aare si sono mostrati scettici nei confronti del potenziamento delle strade nazionali, che è stato respinto con il 55,6 per cento di voti contrari. Wangen an der Aare ha respinto il testo, risultato che si è confermato anche a livello cantonale."
"Wiedlisbach BE","66,8 Prozent der Stimmbürgerinnen und Stimmbürger von Wiedlisbach haben den Bundesbeschluss über den Ausbau der Autobahnen angenommen. Wiedlisbach hat damit anders abgestimmt als der Kanton Bern, der die Vorlage abgelehnt hat.","Wiedlisbach (BE)","Les habitants de Wiedlisbach soutiennent à 66,8 pour cent la réforme en faveur de l'extension des autoroutes. Wiedlisbach a approuvé l'arrêté, contrairement à son canton.","Wiedlisbach (BE)","Gli elettori di Wiedlisbach si sono mostrati favorevoli al potenziamento delle strade nazionali, che ha ricevuto il 66,8 per cento di ""sì"". Wiedlisbach ha accolto il testo, contrariamente a quanto avvenuto a livello cantonale."
"Doppleschwand LU","94 Prozent der Stimmbürgerinnen und Stimmbürger von Doppleschwand haben den Bundesbeschluss über den Ausbau der Autobahnen angenommen. Doppleschwand hat damit anders abgestimmt als der Kanton Luzern, der die Vorlage abgelehnt hat.","Doppleschwand (LU)","Les habitants de Doppleschwand soutiennent à 94 pour cent la réforme en faveur de l'extension des autoroutes. Doppleschwand a approuvé l'arrêté, contrairement à son canton.","Doppleschwand (LU)","Gli elettori di Doppleschwand si sono mostrati favorevoli al potenziamento delle strade nazionali, che ha ricevuto il 94 per cento di ""sì"". Doppleschwand ha accolto il testo, contrariamente a quanto avvenuto a livello cantonale."
"Entlebuch LU","In Entlebuch hat die Stimmbevölkerung den Bundesbeschluss über den Ausbau der Autobahnen abgelehnt. Die Vorlage wurde mit einem Nein-Stimmen-Anteil von 52,6 Prozent verworfen. Entlebuch hat damit gleich wie der Kanton Luzern Nein gesagt zu dieser Vorlage.","Entlebuch (LU)","La population d'Entlebuch rejette à 52,6 pour cent des voix la réforme en faveur de l'extension des autoroutes. Entlebuch a rejeté l'arrêté, tout comme son canton.","Entlebuch (LU)","A Entlebuch gli abitanti si sono opposti al potenziamento delle strade nazionali con il 52,6 per cento di voti a sfavore. Entlebuch ha respinto il testo, risultato che si è confermato anche a livello cantonale."
"Flühli LU","Die Gemeinde Flühli hat den Bundesbeschluss über den Ausbau der Autobahnen mit 71,1 Prozent angenommen. Flühli hat damit anders abgestimmt als der Kanton Luzern, der die Vorlage abgelehnt hat.","Flühli (LU)","A Flühli, les habitants disent oui à  71,1 pour cent à la réforme favorable à l'extension des projets autoroutiers. Flühli a approuvé l'arrêté, contrairement à son canton.","Flühli (LU)","Nel comune di Flühli, i cittadini hanno accolto il potenziamento delle strade nazionali con il 71,1 per cento di voti favorevoli. Flühli ha accolto il testo, contrariamente a quanto avvenuto a livello cantonale."
"Hasle LU","Ja zum Bundesbeschluss über den Ausbau der Autobahnen in Hasle LU: Mit 59,7 Prozent haben die Stimmbürgerinnen und Stimmbürger die Vorlage angenommen. Hasle LU hat damit anders abgestimmt als der Kanton Luzern, der die Vorlage abgelehnt hat.","Hasle (LU)","Hasle (LU) dit oui à 59,7 pour cent à de la réforme en faveur de l'extension des autoroutes. Hasle (LU) a approuvé l'arrêté, contrairement à son canton.","Hasle (LU)","Gli abitanti di Hasle LU hanno accolto il potenziamento delle strade nazionali con il 59,7 per cento di ""sì"". Hasle LU ha accolto il testo, contrariamente a quanto avvenuto a livello cantonale."
"Romoos LU","Die Gemeinde Romoos hat den Bundesbeschluss über den Ausbau der Autobahnen mit 63,2 Prozent angenommen. Romoos hat damit anders abgestimmt als der Kanton Luzern, der die Vorlage abgelehnt hat.","Romoos (LU)","A Romoos, les habitants disent oui à  63,2 pour cent à la réforme favorable à l'extension des projets autoroutiers. Romoos a approuvé l'arrêté, contrairement à son canton.","Romoos (LU)","Nel comune di Romoos, i cittadini hanno accolto il potenziamento delle strade nazionali con il 63,2 per cento di voti favorevoli. Romoos ha accolto il testo, contrariamente a quanto avvenuto a livello cantonale."
"Schüpfheim LU","Schüpfheim hat den Bundesbeschluss über den Ausbau der Autobahnen mit 54,2 Prozent abgelehnt. Schüpfheim hat damit gleich wie der Kanton Luzern Nein gesagt zu dieser Vorlage.","Schüpfheim (LU)","La réforme en faveur de l'extension des autoroutes n'a pas trouvé grâce aux yeux des citoyens de Schüpfheim. Ils ont refusé le texte à 54,2 pour cent. Schüpfheim a rejeté l'arrêté, tout comme son canton.","Schüpfheim (LU)","Il potenziamento delle strade nazionali è stato respinto a Schüpfheim, dove ha riscosso il 54,2 per cento di ""no"". Schüpfheim ha respinto il testo, risultato che si è confermato anche a livello cantonale."
"Werthenstein LU","In Werthenstein hat die Stimmbevölkerung dem Bundesbeschluss über den Ausbau der Autobahnen zugestimmt. Die Vorlage wurde mit einem Ja-Stimmen-Anteil von 80,5 Prozent angenommen. Werthenstein hat damit anders abgestimmt als der Kanton Luzern, der die Vorlage abgelehnt hat.","Werthenstein (LU)","L'extension du réseau des autoroutes est approuvée à Werthenstein par 80,5 pour cent des votants. Werthenstein a approuvé l'arrêté, contrairement à son canton.","Werthenstein (LU)","A Werthenstein gli abitanti hanno accolto il potenziamento delle strade nazionali con il 80,5 per cento di ""sì"". Werthenstein ha accolto il testo, contrariamente a quanto avvenuto a livello cantonale."
"Escholzmatt-Marbach LU","Ja zum Bundesbeschluss über den Ausbau der Autobahnen in Escholzmatt-Marbach. Die Gemeinde hat die Vorlage mit 54,6 Prozent der Stimmen angenommen. Escholzmatt-Marbach hat damit anders abgestimmt als der Kanton Luzern, der die Vorlage abgelehnt hat.","Escholzmatt-Marbach (LU)","La réforme en faveur de l'extension des autoroutes passe la rampe avec 54,6 pour cent de oui à Escholzmatt-Marbach. Escholzmatt-Marbach a approuvé l'arrêté, contrairement à son canton.","Escholzmatt-Marbach (LU)","Il potenziamento delle strade nazionali è stato accolto a Escholzmatt-Marbach, dove ha riscosso il 54,6 per cento di voti a favore. Escholzmatt-Marbach ha accolto il testo, contrariamente a quanto avvenuto a livello cantonale."
"Aesch LU","Aesch LU hat den Bundesbeschluss über den Ausbau der Autobahnen mit 54,3 Prozent abgelehnt. Aesch LU hat damit gleich wie der Kanton Luzern Nein gesagt zu dieser Vorlage.","Aesch (LU)","La réforme en faveur de l'extension des autoroutes n'a pas trouvé grâce aux yeux des citoyens d'Aesch (LU). Ils ont refusé le texte à 54,3 pour cent. Aesch (LU) a rejeté l'arrêté, tout comme son canton.","Aesch (LU)","Il potenziamento delle strade nazionali è stato respinto a Aesch LU, dove ha riscosso il 54,3 per cento di ""no"". Aesch LU ha respinto il testo, risultato che si è confermato anche a livello cantonale."
"Ballwil LU","Ballwil hat den Bundesbeschluss über den Ausbau der Autobahnen mit 51,2 Prozent abgelehnt. Ballwil hat damit gleich wie der Kanton Luzern Nein gesagt zu dieser Vorlage.","Ballwil (LU)","La réforme en faveur de l'extension des autoroutes n'a pas trouvé grâce aux yeux des citoyens de Ballwil. Ils ont refusé le texte à 51,2 pour cent. Ballwil a rejeté l'arrêté, tout comme son canton.","Ballwil (LU)","Il potenziamento delle strade nazionali è stato respinto a Ballwil, dove ha riscosso il 51,2 per cento di ""no"". Ballwil ha respinto il testo, risultato che si è confermato anche a livello cantonale."
"Emmen LU","70,1 Prozent der Abstimmenden in der Gemeinde Emmen haben Ja gesagt zum Bundesbeschluss über den Ausbau der Autobahnen. Emmen hat damit anders abgestimmt als der Kanton Luzern, der die Vorlage abgelehnt hat.","Emmen (LU)","Les habitants d'Emmen acceptent avec 70,1 pour cent de oui la réforme en faveur de l'extension des autoroutes. Emmen a approuvé l'arrêté, contrairement à son canton.","Emmen (LU)","Il 70,1 per cento degli elettori di Emmen ha accolto il potenziamento delle strade nazionali. Emmen ha accolto il testo, contrariamente a quanto avvenuto a livello cantonale."
"Ermensee LU","In Ermensee hat die Stimmbevölkerung dem Bundesbeschluss über den Ausbau der Autobahnen zugestimmt. Die Vorlage wurde mit einem Ja-Stimmen-Anteil von 70,6 Prozent angenommen. Ermensee hat damit anders abgestimmt als der Kanton Luzern, der die Vorlage abgelehnt hat.","Ermensee (LU)","L'extension du réseau des autoroutes est approuvée à Ermensee par 70,6 pour cent des votants. Ermensee a approuvé l'arrêté, contrairement à son canton.","Ermensee (LU)","A Ermensee gli abitanti hanno accolto il potenziamento delle strade nazionali con il 70,6 per cento di ""sì"". Ermensee ha accolto il testo, contrariamente a quanto avvenuto a livello cantonale."
"Eschenbach LU","Nein zum Bundesbeschluss über den Ausbau der Autobahnen in Eschenbach LU. Die Gemeinde hat die Vorlage mit 62,7 Prozent abgelehnt. Eschenbach LU hat damit gleich wie der Kanton Luzern Nein gesagt zu dieser Vorlage.","Eschenbach (LU)","A Eschenbach (LU), les citoyens rejettent à 62,7 pour cent la réforme en faveur de l'extension des autoroutes. Eschenbach (LU) a rejeté l'arrêté, tout comme son canton.","Eschenbach (LU)","Nel comune di Eschenbach LU, i cittadini hanno respinto il potenziamento delle strade nazionali con il 62,7 per cento di voti contrari. Eschenbach LU ha respinto il testo, risultato che si è confermato anche a livello cantonale."
"Hitzkirch LU","Ja zum Bundesbeschluss über den Ausbau der Autobahnen in Hitzkirch: Mit 61,5 Prozent haben die Stimmbürgerinnen und Stimmbürger die Vorlage angenommen. Hitzkirch hat damit anders abgestimmt als der Kanton Luzern, der die Vorlage abgelehnt hat.","Hitzkirch (LU)","Hitzkirch dit oui à 61,5 pour cent à de la réforme en faveur de l'extension des autoroutes. Hitzkirch a approuvé l'arrêté, contrairement à son canton.","Hitzkirch (LU)","Gli abitanti di Hitzkirch hanno accolto il potenziamento delle strade nazionali con il 61,5 per cento di ""sì"". Hitzkirch ha accolto il testo, contrariamente a quanto avvenuto a livello cantonale."
"Hochdorf LU","In Hochdorf hat die Stimmbevölkerung dem Bundesbeschluss über den Ausbau der Autobahnen zugestimmt. Die Vorlage wurde mit einem Ja-Stimmen-Anteil von 57,4 Prozent angenommen. Hochdorf hat damit anders abgestimmt als der Kanton Luzern, der die Vorlage abgelehnt hat.","Hochdorf (LU)","L'extension du réseau des autoroutes est approuvée à Hochdorf par 57,4 pour cent des votants. Hochdorf a approuvé l'arrêté, contrairement à son canton.","Hochdorf (LU)","A Hochdorf gli abitanti hanno accolto il potenziamento delle strade nazionali con il 57,4 per cento di ""sì"". Hochdorf ha accolto il testo, contrariamente a quanto avvenuto a livello cantonale."
"Hohenrain LU","Ja zum Bundesbeschluss über den Ausbau der Autobahnen in Hohenrain. Die Gemeinde hat die Vorlage mit 68,3 Prozent der Stimmen angenommen. Hohenrain hat damit anders abgestimmt als der Kanton Luzern, der die Vorlage abgelehnt hat.","Hohenrain (LU)","La réforme en faveur de l'extension des autoroutes passe la rampe avec 68,3 pour cent de oui à Hohenrain. Hohenrain a approuvé l'arrêté, contrairement à son canton.","Hohenrain (LU)","Il potenziamento delle strade nazionali è stato accolto a Hohenrain, dove ha riscosso il 68,3 per cento di voti a favore. Hohenrain ha accolto il testo, contrariamente a quanto avvenuto a livello cantonale."
"Inwil LU","In Inwil hat der Bundesbeschluss über den Ausbau der Autobahnen keine Mehrheit gefunden. Auf 80,7 Prozent der abgegebenen Stimmzettel stand ein Nein. Inwil hat damit gleich wie der Kanton Luzern Nein gesagt zu dieser Vorlage.","Inwil (LU)","La réforme en faveur de l'extension des autoroutes est refusée à 80,7 pour cent à Inwil. Inwil a rejeté l'arrêté, tout comme son canton.","Inwil (LU)","I cittadini di Inwil hanno respinto il potenziamento delle strade nazionali con il 80,7 per cento di voti contrari. Inwil ha respinto il testo, risultato che si è confermato anche a livello cantonale."
"Rain LU","In Rain hat der Bundesbeschluss über den Ausbau der Autobahnen keine Mehrheit gefunden. Auf 94,8 Prozent der abgegebenen Stimmzettel stand ein Nein. Rain hat damit gleich wie der Kanton Luzern Nein gesagt zu dieser Vorlage.","Rain (LU)","La réforme en faveur de l'extension des autoroutes est refusée à 94,8 pour cent à Rain. Rain a rejeté l'arrêté, tout comme son canton.","Rain (LU)","I cittadini di Rain hanno respinto il potenziamento delle strade nazionali con il 94,8 per cento di voti contrari. Rain ha respinto il testo, risultato che si è confermato anche a livello cantonale."
"Römerswil LU","In Römerswil hat die Stimmbevölkerung den Bundesbeschluss über den Ausbau der Autobahnen abgelehnt. Die Vorlage wurde mit einem Nein-Stimmen-Anteil von 53,7 Prozent verworfen. Römerswil hat damit gleich wie der Kanton Luzern Nein gesagt zu dieser Vorlage.","Römerswil (LU)","La population de Römerswil rejette à 53,7 pour cent des voix la réforme en faveur de l'extension des autoroutes. Römerswil a rejeté l'arrêté, tout comme son canton.","Römerswil (LU)","A Römerswil gli abitanti si sono opposti al potenziamento delle strade nazionali con il 53,7 per cento di voti a sfavore. Römerswil ha respinto il testo, risultato che si è confermato anche a livello cantonale."
"Rothenburg LU","Nein zum Bundesbeschluss über den Ausbau der Autobahnen in Rothenburg: Mit 9'237 Nein- zu 7'537 Ja-Stimmen haben die Stimmbürgerinnen und Stimmbürger die Vorlage abgelehnt. Das sind 55,1 Prozent. Rothenburg hat damit gleich wie der Kanton Luzern Nein gesagt zu dieser Vorlage.","Rothenburg (LU)","C'est non à la réforme en faveur de l'extension des autoroutes à Rothenburg. Les habitants ont refusé le texte à 55,1 pour cent. Rothenburg a rejeté l'arrêté, tout comme son canton.","Rothenburg (LU)","Gli elettori di Rothenburg si sono mostrati scettici nei confronti del potenziamento delle strade nazionali, che è stato respinto con il 55,1 per cento di voti contrari. Rothenburg ha respinto il testo, risultato che si è confermato anche a livello cantonale."
"Schongau LU","69,9 Prozent der Stimmbürgerinnen und Stimmbürger von Schongau sagen Nein zum Bundesbeschluss über den Ausbau der Autobahnen. Schongau hat damit gleich wie der Kanton Luzern Nein gesagt zu dieser Vorlage.","Schongau (LU)","Les habitants de Schongau s'opposent à la réforme en faveur de l'extension des autoroutes par 69,9 pour cent des voix. Schongau a rejeté l'arrêté, tout comme son canton.","Schongau (LU)","Gli abitanti di Schongau hanno respinto il potenziamento delle strade nazionali con il 69,9 per cento di ""no"". Schongau ha respinto il testo, risultato che si è confermato anche a livello cantonale."
"Adligenswil LU","Keine Mehrheit für den Bundesbeschluss über den Ausbau der Autobahnen in Adligenswil: Mit 5'150 Nein-Stimmen zu 2'024 Ja-Stimmen oder 71,8 Prozent hat die Gemeinde die Vorlage verworfen. Adligenswil hat damit gleich wie der Kanton Luzern Nein gesagt zu dieser Vorlage.","Adligenswil (LU)","Les projets d'extension du réseau autoroutier n'ont pas convaincu à Adligenswil. Les citoyens de la commune ont refusé le texte à 71,8 pour cent. Adligenswil a rejeté l'arrêté, tout comme son canton.","Adligenswil (LU)","Il 71,8 per cento degli elettori di Adligenswil ha respinto il potenziamento delle strade nazionali. Adligenswil ha respinto il testo, risultato che si è confermato anche a livello cantonale."
"Buchrain LU","Buchrain hat den Bundesbeschluss über den Ausbau der Autobahnen mit 70,8 Prozent abgelehnt. Buchrain hat damit gleich wie der Kanton Luzern Nein gesagt zu dieser Vorlage.","Buchrain (LU)","La réforme en faveur de l'extension des autoroutes n'a pas trouvé grâce aux yeux des citoyens de Buchrain. Ils ont refusé le texte à 70,8 pour cent. Buchrain a rejeté l'arrêté, tout comme son canton.","Buchrain (LU)","Il potenziamento delle strade nazionali è stato respinto a Buchrain, dove ha riscosso il 70,8 per cento di ""no"". Buchrain ha respinto il testo, risultato che si è confermato anche a livello cantonale."
"Dierikon LU","In Dierikon hat die Stimmbevölkerung den Bundesbeschluss über den Ausbau der Autobahnen abgelehnt. Die Vorlage wurde mit einem Nein-Stimmen-Anteil von 85,3 Prozent verworfen. Dierikon hat damit gleich wie der Kanton Luzern Nein gesagt zu dieser Vorlage.","Dierikon (LU)","La population de Dierikon rejette à 85,3 pour cent des voix la réforme en faveur de l'extension des autoroutes. Dierikon a rejeté l'arrêté, tout comme son canton.","Dierikon (LU)","A Dierikon gli abitanti si sono opposti al potenziamento delle strade nazionali con il 85,3 per cento di voti a sfavore. Dierikon ha respinto il testo, risultato che si è confermato anche a livello cantonale."
"Ebikon LU","Ebikon hat den Bundesbeschluss über den Ausbau der Autobahnen mit 97,8 Prozent abgelehnt. Ebikon hat damit bei dieser Vorlage den höchsten Nein-Anteil im Kanton Luzern.","Ebikon (LU)","La réforme en faveur de l'extension des autoroutes n'a pas trouvé grâce aux yeux des citoyens d'Ebikon. Ils ont refusé le texte à 97,8 pour cent. Le plus fort pourcentage de non du canton de Lucerne a été obtenu à Ebikon.","Ebikon (LU)","Il potenziamento delle strade nazionali è stato respinto a Ebikon, dove ha riscosso il 97,8 per cento di ""no"". Il maggior numero di ""no"" nel canton Lucerna è stato ottenuto a Ebikon."
"Gisikon LU","98,7 Prozent der Stimmbürgerinnen und Stimmbürger von Gisikon haben den Bundesbeschluss über den Ausbau der Autobahnen angenommen. Gisikon hat damit bei dieser Vorlage den höchsten Ja-Anteil im Kanton Luzern.","Gisikon (LU)","Les habitants de Gisikon soutiennent à 98,7 pour cent la réforme en faveur de l'extension des autoroutes. Le plus fort pourcentage de oui du canton de Lucerne a été obtenu à Gisikon.","Gisikon (LU)","Gli elettori di Gisikon si sono mostrati favorevoli al potenziamento delle strade nazionali, che ha ricevuto il 98,7 per cento di ""sì"". Il maggior numero di ""sì"" nel canton Lucerna è stato ottenuto a Gisikon."
"Greppen LU","Keine Mehrheit für den Bundesbeschluss über den Ausbau der Autobahnen in Greppen: Mit 3'194 Nein-Stimmen zu 1'448 Ja-Stimmen oder 68,8 Prozent hat die Gemeinde die Vorlage verworfen. Greppen hat damit gleich wie der Kanton Luzern Nein gesagt zu dieser Vorlage.","Greppen (LU)","Les projets d'extension du réseau autoroutier n'ont pas convaincu à Greppen. Les citoyens de la commune ont refusé le texte à 68,8 pour cent. Greppen a rejeté l'arrêté, tout comme son canton.","Greppen (LU)","Il 68,8 per cento degli elettori di Greppen ha respinto il potenziamento delle strade nazionali. Greppen ha respinto il testo, risultato che si è confermato anche a livello cantonale."
"Honau LU","Nein zum Bundesbeschluss über den Ausbau der Autobahnen in Honau: Mit 2'997 Nein- zu 2'847 Ja-Stimmen haben die Stimmbürgerinnen und Stimmbürger die Vorlage abgelehnt. Das sind 51,3 Prozent. Honau hat damit gleich wie der Kanton Luzern Nein gesagt zu dieser Vorlage.","Honau (LU)","C'est non à la réforme en faveur de l'extension des autoroutes à Honau. Les habitants ont refusé le texte à 51,3 pour cent. Honau a rejeté l'arrêté, tout comme son canton.","Honau (LU)","Gli elettori di Honau si sono mostrati scettici nei confronti del potenziamento delle strade nazionali, che è stato respinto con il 51,3 per cento di voti contrari. Honau ha respinto il testo, risultato che si è confermato anche a livello cantonale."
"Horw LU","Keine Mehrheit für den Bundesbeschluss über den Ausbau der Autobahnen in Horw: Mit 9'333 Nein-Stimmen zu 2'723 Ja-Stimmen oder 77,4 Prozent hat die Gemeinde die Vorlage verworfen. Horw hat damit gleich wie der Kanton Luzern Nein gesagt zu dieser Vorlage.","Horw (LU)","Les projets d'extension du réseau autoroutier n'ont pas convaincu à Horw. Les citoyens de la commune ont refusé le texte à 77,4 pour cent. Horw a rejeté l'arrêté, tout comme son canton.","Horw (LU)","Il 77,4 per cento degli elettori di Horw ha respinto il potenziamento delle strade nazionali. Horw ha respinto il testo, risultato che si è confermato anche a livello cantonale."
"Kriens LU","Nein zum Bundesbeschluss über den Ausbau der Autobahnen in Kriens: Mit 8'798 Nein- zu 7'936 Ja-Stimmen haben die Stimmbürgerinnen und Stimmbürger die Vorlage abgelehnt. Das sind 52,6 Prozent. Kriens hat damit gleich wie der Kanton Luzern Nein gesagt zu dieser Vorlage.","Kriens (LU)","C'est non à la réforme en faveur de l'extension des autoroutes à Kriens. Les habitants ont refusé le texte à 52,6 pour cent. Kriens a rejeté l'arrêté, tout comme son canton.","Kriens (LU)","Gli elettori di Kriens si sono mostrati scettici nei confronti del potenziamento delle strade nazionali, che è stato respinto con il 52,6 per cento di voti contrari. Kriens ha respinto il testo, risultato che si è confermato anche a livello cantonale."
"Luzern LU","Die Gemeinde Luzern hat den Bundesbeschluss über den Ausbau der Autobahnen mit 51 Prozent angenommen. Luzern hat damit anders abgestimmt als der Kanton Luzern, der die Vorlage abgelehnt hat.","Lucerne (LU)","A Lucerne, les habitants disent oui à  51 pour cent à la réforme favorable à l'extension des projets autoroutiers. Lucerne a approuvé l'arrêté, contrairement à son canton.","Lucerna (LU)","Nel comune di Lucerna, i cittadini hanno accolto il potenziamento delle strade nazionali con il 51 per cento di voti favorevoli. Lucerna ha accolto il testo, contrariamente a quanto avvenuto a livello cantonale."
"Malters LU","Ja zum Bundesbeschluss über den Ausbau der Autobahnen in Malters: Mit 90,7 Prozent haben die Stimmbürgerinnen und Stimmbürger die Vorlage angenommen. Malters hat damit anders abgestimmt als der Kanton Luzern, der die Vorlage abgelehnt hat.","Malters (LU)","Malters dit oui à 90,7 pour cent à de la réforme en faveur de l'extension des autoroutes. Malters a approuvé l'arrêté, contrairement à son canton.","Malters (LU)","Gli abitanti di Malters hanno accolto il potenziamento delle strade nazionali con il 90,7 per cento di ""sì"". Malters ha accolto il testo, contrariamente a quanto avvenuto a livello cantonale."
"Meggen LU","Ja zum Bundesbeschluss über den Ausbau der Autobahnen in Meggen: Mit 65,5 Prozent haben die Stimmbürgerinnen und Stimmbürger die Vorlage angenommen. Meggen hat damit anders abgestimmt als der Kanton Luzern, der die Vorlage abgelehnt hat.","Meggen (LU)","Meggen dit oui à 65,5 pour cent à de la réforme en faveur de l'extension des autoroutes. Meggen a approuvé l'arrêté, contrairement à son canton.","Meggen (LU)","Gli abitanti di Meggen hanno accolto il potenziamento delle strade nazionali con il 65,5 per cento di ""sì"". Meggen ha accolto il testo, contrariamente a quanto avvenuto a livello cantonale."
"Meierskappel LU","61,7 Prozent der Abstimmenden in der Gemeinde Meierskappel haben Ja gesagt zum Bundesbeschluss über den Ausbau der Autobahnen. Meierskappel hat damit anders abgestimmt als der Kanton Luzern, der die Vorlage abgelehnt hat.","Meierskappel (LU)","Les habitants de Meierskappel acceptent avec 61,7 pour cent de oui la réforme en faveur de l'extension des autoroutes. Meierskappel a approuvé l'arrêté, contrairement à son canton.","Meierskappel (LU)","Il 61,7 per cento degli elettori di Meierskappel ha accolto il potenziamento delle strade nazionali. Meierskappel ha accolto il testo, contrariamente a quanto avvenuto a livello cantonale."
"Root LU","70,7 Prozent der Stimmbürgerinnen und Stimmbürger von Root sagen Nein zum Bundesbeschluss über den Ausbau der Autobahnen. Root hat damit gleich wie der Kanton Luzern Nein gesagt zu dieser Vorlage.","Root (LU)","Les habitants de Root s'opposent à la réforme en faveur de l'extension des autoroutes par 70,7 pour cent des voix. Root a rejeté l'arrêté, tout comme son canton.","Root (LU)","Gli abitanti di Root hanno respinto il potenziamento delle strade nazionali con il 70,7 per cento di ""no"". Root ha respinto il testo, risultato che si è confermato anche a livello cantonale."
"Schwarzenberg LU","54,9 Prozent der Stimmbürgerinnen und Stimmbürger von Schwarzenberg sagen Nein zum Bundesbeschluss über den Ausbau der Autobahnen. Schwarzenberg hat damit gleich wie der Kanton Luzern Nein gesagt zu dieser Vorlage.","Schwarzenberg (LU)","Les habitants de Schwarzenberg s'opposent à la réforme en faveur de l'extension des autoroutes par 54,9 pour cent des voix. Schwarzenberg a rejeté l'arrêté, tout comme son canton.","Schwarzenberg (LU)","Gli abitanti di Schwarzenberg hanno respinto il potenziamento delle strade nazionali con il 54,9 per cento di ""no"". Schwarzenberg ha respinto il testo, risultato che si è confermato anche a livello cantonale."
"Udligenswil LU","68,4 Prozent der Stimmbürgerinnen und Stimmbürger von Udligenswil sagen Nein zum Bundesbeschluss über den Ausbau der Autobahnen. Udligenswil hat damit gleich wie der Kanton Luzern Nein gesagt zu dieser Vorlage.","Udligenswil (LU)","Les habitants d'Udligenswil s'opposent à la réforme en faveur de l'extension des autoroutes par 68,4 pour cent des voix. Udligenswil a rejeté l'arrêté, tout comme son canton.","Udligenswil (LU)","Gli abitanti di Udligenswil hanno respinto il potenziamento delle strade nazionali con il 68,4 per cento di ""no"". Udligenswil ha respinto il testo, risultato che si è confermato anche a livello cantonale."
"Vitznau LU","In Vitznau hat der Bundesbeschluss über den Ausbau der Autobahnen keine Mehrheit gefunden. Auf 91,4 Prozent der abgegebenen Stimmzettel stand ein Nein. Vitznau hat damit gleich wie der Kanton Luzern Nein gesagt zu dieser Vorlage.","Vitznau (LU)","La réforme en faveur de l'extension des autoroutes est refusée à 91,4 pour cent à Vitznau. Vitznau a rejeté l'arrêté, tout comme son canton.","Vitznau (LU)","I cittadini di Vitznau hanno respinto il potenziamento delle strade nazionali con il 91,4 per cento di voti contrari. Vitznau ha respinto il testo, risultato che si è confermato anche a livello cantonale."
