"Gemeinde_de","Text_de","Gemeinde_fr","Text_fr","Gemeinde_it","Text_it"
"Richterswil ZH","Mit 2'115 Ja zu 2'054 Nein hat sich Richterswil für die Änderung des Mietrechts bei Untermiete ausgesprochen. Das entspricht einem Ja-Stimmen-Anteil von 50,7 Prozent. Richterswil hat damit anders abgestimmt als der Kanton Zürich, der die Vorlage abgelehnt hat.","Richterswil (ZH)","Richterswil dit oui à 50,7 pour cent à l'assouplissement du droit du bail dans le domaine de la sous-location. Richterswil a approuvé la réforme, contrairement à son canton.","Richterswil (ZH)","Gli abitanti di Richterswil hanno accolto la modifica del diritto di locazione (sublocazione) con il 50,7 per cento di ""sì"". Richterswil ha accolto il testo, contrariamente a quanto avvenuto a livello cantonale."
"Rüschlikon ZH","Rüschlikon hat die Änderung des Mietrechts bei Untermiete angenommen. Die Gemeinde stimmte der Vorlage mit Ja-Stimmen-Anteil von 60 Prozent zu. Rüschlikon hat damit anders abgestimmt als der Kanton Zürich, der die Vorlage abgelehnt hat.","Rüschlikon (ZH)","L'assouplissement du droit du bail dans le domaine de la sous-location passe la rampe avec 60 pour cent de oui à Rüschlikon. Rüschlikon a approuvé la réforme, contrairement à son canton.","Rüschlikon (ZH)","La modifica del diritto di locazione (sublocazione) è stata accolta a Rüschlikon, dove ha riscosso il 60 per cento di voti a favore. Rüschlikon ha accolto il testo, contrariamente a quanto avvenuto a livello cantonale."
"Thalwil ZH","Thalwil hat die Änderung des Mietrechts bei Untermiete mit 51,8 Prozent Nein-Stimmen verworfen. Thalwil hat damit gleich wie der Kanton Zürich Nein gesagt zu dieser Vorlage.","Thalwil (ZH)","L'assouplissement du droit du bail dans le domaine de la sous-location n'a pas trouvé grâce aux yeux des citoyens de Thalwil. Ils ont refusé le texte à 51,8 pour cent. Thalwil a rejeté la réforme, tout comme son canton.","Thalwil (ZH)","La modifica del diritto di locazione (sublocazione) è stata respinta a Thalwil, dove ha riscosso il 51,8 per cento di ""no"". Thalwil ha respinto il testo, risultato che si è confermato anche a livello cantonale."
"Erlenbach ZH","Erlenbach ZH hat die Änderung des Mietrechts bei Untermiete angenommen. Die Gemeinde stimmte der Vorlage mit Ja-Stimmen-Anteil von 68,2 Prozent zu. Erlenbach ZH hat damit anders abgestimmt als der Kanton Zürich, der die Vorlage abgelehnt hat.","Erlenbach (ZH)","L'assouplissement du droit du bail dans le domaine de la sous-location passe la rampe avec 68,2 pour cent de oui à Erlenbach (ZH). Erlenbach (ZH) a approuvé la réforme, contrairement à son canton.","Erlenbach (ZH)","La modifica del diritto di locazione (sublocazione) è stata accolta a Erlenbach ZH, dove ha riscosso il 68,2 per cento di voti a favore. Erlenbach ZH ha accolto il testo, contrariamente a quanto avvenuto a livello cantonale."
"Herrliberg ZH","Mit 66 Prozent Ja-Stimmen hat eine Mehrheit der Abstimmenden in Herrliberg für die Änderung des Mietrechts bei Untermiete gestimmt. Herrliberg hat damit anders abgestimmt als der Kanton Zürich, der die Vorlage abgelehnt hat.","Herrliberg (ZH)","La population de Herrliberg approuve à 66 pour cent l'assouplissement du droit du bail dans le domaine de la sous-location. Herrliberg a approuvé la réforme, contrairement à son canton.","Herrliberg (ZH)","I cittadini di Herrliberg hanno accolto la modifica del diritto di locazione (sublocazione) con il 66 per cento di voti a favore. Herrliberg ha accolto il testo, contrariamente a quanto avvenuto a livello cantonale."
"Hombrechtikon ZH","55,1 Prozent der Stimmbürgerinnen und Stimmbürger von Hombrechtikon haben sich für die Änderung des Mietrechts bei Untermiete ausgesprochen. Hombrechtikon hat damit anders abgestimmt als der Kanton Zürich, der die Vorlage abgelehnt hat.","Hombrechtikon (ZH)","A Hombrechtikon, les habitants disent oui à  55,1 pour cent à l'assouplissement du droit du bail dans le domaine de la sous-location. Hombrechtikon a approuvé la réforme, contrairement à son canton.","Hombrechtikon (ZH)","Nel comune di Hombrechtikon, i cittadini hanno accolto la modifica del diritto di locazione (sublocazione) con il 55,1 per cento di voti favorevoli. Hombrechtikon ha accolto il testo, contrariamente a quanto avvenuto a livello cantonale."
"Küsnacht ZH","Die Änderung des Mietrechts bei Untermiete ist in Küsnacht ZH mit 63,6 Prozent der Stimmen angenommen worden. Küsnacht ZH hat damit anders abgestimmt als der Kanton Zürich, der die Vorlage abgelehnt hat.","Küsnacht (ZH)","L'assouplissement du droit du bail dans le domaine de la sous-location est approuvé par 63,6 pour cent des votants à Küsnacht (ZH). Küsnacht (ZH) a approuvé la réforme, contrairement à son canton.","Küsnacht (ZH)","A Küsnacht ZH gli abitanti hanno accolto la modifica del diritto di locazione (sublocazione) con il 63,6 per cento di ""sì"". Küsnacht ZH ha accolto il testo, contrariamente a quanto avvenuto a livello cantonale."
"Männedorf ZH","Männedorf hat die Änderung des Mietrechts bei Untermiete angenommen. Die Gemeinde stimmte der Vorlage mit Ja-Stimmen-Anteil von 52,7 Prozent zu. Männedorf hat damit anders abgestimmt als der Kanton Zürich, der die Vorlage abgelehnt hat.","Männedorf (ZH)","L'assouplissement du droit du bail dans le domaine de la sous-location passe la rampe avec 52,7 pour cent de oui à Männedorf. Männedorf a approuvé la réforme, contrairement à son canton.","Männedorf (ZH)","La modifica del diritto di locazione (sublocazione) è stata accolta a Männedorf, dove ha riscosso il 52,7 per cento di voti a favore. Männedorf ha accolto il testo, contrariamente a quanto avvenuto a livello cantonale."
"Meilen ZH","Ja zur Änderung des Mietrechts bei Untermiete in Meilen. Die Gemeinde hat Vorlage mit 59,3 Prozent der Stimmen angenommen. Meilen hat damit anders abgestimmt als der Kanton Zürich, der die Vorlage abgelehnt hat.","Meilen (ZH)","Les habitants de Meilen soutiennent à 59,3 pour cent l'assouplissement du droit du bail dans le domaine de la sous-location. Meilen a approuvé la réforme, contrairement à son canton.","Meilen (ZH)","Gli elettori di Meilen si sono mostrati favorevoli alla modifica del diritto di locazione (sublocazione), che ha ricevuto il 59,3 per cento di ""sì"". Meilen ha accolto il testo, contrariamente a quanto avvenuto a livello cantonale."
"Oetwil am See ZH","58,2 Prozent der Stimmbürgerinnen und Stimmbürger in Oetwil am See haben Ja gesagt zur Pensionskassenreform. Oetwil am See hat damit anders abgestimmt als der Kanton Zürich, der die Vorlage abgelehnt hat.","Oetwil am See (ZH)","Les habitants d'Oetwil am See acceptent à 58,2 pour cent l'assouplissement du droit du bail dans le domaine de la sous-location. Oetwil am See a approuvé la réforme, contrairement à son canton.","Oetwil am See (ZH)","Il 58,2 per cento degli elettori di Oetwil am See ha accolto la modifica del diritto di locazione (sublocazione). Oetwil am See ha accolto il testo, contrariamente a quanto avvenuto a livello cantonale."
"Stäfa ZH","52 Prozent der Stimmbürgerinnen und Stimmbürger in Stäfa haben Ja gesagt zur Pensionskassenreform. Stäfa hat damit anders abgestimmt als der Kanton Zürich, der die Vorlage abgelehnt hat.","Stäfa (ZH)","Les habitants de Stäfa acceptent à 52 pour cent l'assouplissement du droit du bail dans le domaine de la sous-location. Stäfa a approuvé la réforme, contrairement à son canton.","Stäfa (ZH)","Il 52 per cento degli elettori di Stäfa ha accolto la modifica del diritto di locazione (sublocazione). Stäfa ha accolto il testo, contrariamente a quanto avvenuto a livello cantonale."
"Uetikon am See ZH","Ja zur Änderung des Mietrechts bei Untermiete in Uetikon am See. Die Gemeinde hat Vorlage mit 55 Prozent der Stimmen angenommen. Uetikon am See hat damit anders abgestimmt als der Kanton Zürich, der die Vorlage abgelehnt hat.","Uetikon am See (ZH)","Les habitants d'Uetikon am See soutiennent à 55 pour cent l'assouplissement du droit du bail dans le domaine de la sous-location. Uetikon am See a approuvé la réforme, contrairement à son canton.","Uetikon am See (ZH)","Gli elettori di Uetikon am See si sono mostrati favorevoli alla modifica del diritto di locazione (sublocazione), che ha ricevuto il 55 per cento di ""sì"". Uetikon am See ha accolto il testo, contrariamente a quanto avvenuto a livello cantonale."
"Zumikon ZH","Zumikon hat die Änderung des Mietrechts bei Untermiete angenommen. Die Gemeinde stimmte der Vorlage mit Ja-Stimmen-Anteil von 64,1 Prozent zu. Zumikon hat damit anders abgestimmt als der Kanton Zürich, der die Vorlage abgelehnt hat.","Zumikon (ZH)","L'assouplissement du droit du bail dans le domaine de la sous-location passe la rampe avec 64,1 pour cent de oui à Zumikon. Zumikon a approuvé la réforme, contrairement à son canton.","Zumikon (ZH)","La modifica del diritto di locazione (sublocazione) è stata accolta a Zumikon, dove ha riscosso il 64,1 per cento di voti a favore. Zumikon ha accolto il testo, contrariamente a quanto avvenuto a livello cantonale."
"Zollikon ZH","59,3 Prozent der Stimmbürgerinnen und Stimmbürger in Zollikon haben Ja gesagt zur Pensionskassenreform. Zollikon hat damit anders abgestimmt als der Kanton Zürich, der die Vorlage abgelehnt hat.","Zollikon (ZH)","Les habitants de Zollikon acceptent à 59,3 pour cent l'assouplissement du droit du bail dans le domaine de la sous-location. Zollikon a approuvé la réforme, contrairement à son canton.","Zollikon (ZH)","Il 59,3 per cento degli elettori di Zollikon ha accolto la modifica del diritto di locazione (sublocazione). Zollikon ha accolto il testo, contrariamente a quanto avvenuto a livello cantonale."
"Fehraltorf ZH","52,8 Prozent der Stimmbürgerinnen und Stimmbürger in Fehraltorf haben Ja gesagt zur Pensionskassenreform. Fehraltorf hat damit anders abgestimmt als der Kanton Zürich, der die Vorlage abgelehnt hat.","Fehraltorf (ZH)","Les habitants de Fehraltorf acceptent à 52,8 pour cent l'assouplissement du droit du bail dans le domaine de la sous-location. Fehraltorf a approuvé la réforme, contrairement à son canton.","Fehraltorf (ZH)","Il 52,8 per cento degli elettori di Fehraltorf ha accolto la modifica del diritto di locazione (sublocazione). Fehraltorf ha accolto il testo, contrariamente a quanto avvenuto a livello cantonale."
"Hittnau ZH","57,5 Prozent der Stimmbürgerinnen und Stimmbürger von Hittnau haben sich für die Änderung des Mietrechts bei Untermiete ausgesprochen. Hittnau hat damit anders abgestimmt als der Kanton Zürich, der die Vorlage abgelehnt hat.","Hittnau (ZH)","A Hittnau, les habitants disent oui à  57,5 pour cent à l'assouplissement du droit du bail dans le domaine de la sous-location. Hittnau a approuvé la réforme, contrairement à son canton.","Hittnau (ZH)","Nel comune di Hittnau, i cittadini hanno accolto la modifica del diritto di locazione (sublocazione) con il 57,5 per cento di voti favorevoli. Hittnau ha accolto il testo, contrariamente a quanto avvenuto a livello cantonale."
"Lindau ZH","Mit 1'073 Ja zu 757 Nein hat sich Lindau für die Änderung des Mietrechts bei Untermiete ausgesprochen. Das entspricht einem Ja-Stimmen-Anteil von 58,6 Prozent. Lindau hat damit anders abgestimmt als der Kanton Zürich, der die Vorlage abgelehnt hat.","Lindau (ZH)","Lindau dit oui à 58,6 pour cent à l'assouplissement du droit du bail dans le domaine de la sous-location. Lindau a approuvé la réforme, contrairement à son canton.","Lindau (ZH)","Gli abitanti di Lindau hanno accolto la modifica del diritto di locazione (sublocazione) con il 58,6 per cento di ""sì"". Lindau ha accolto il testo, contrariamente a quanto avvenuto a livello cantonale."
"Pfäffikon ZH","51,3 Prozent der Stimmbürgerinnen und Stimmbürger in Pfäffikon haben Ja gesagt zur Pensionskassenreform. Pfäffikon hat damit anders abgestimmt als der Kanton Zürich, der die Vorlage abgelehnt hat.","Pfäffikon (ZH)","Les habitants de Pfäffikon acceptent à 51,3 pour cent l'assouplissement du droit du bail dans le domaine de la sous-location. Pfäffikon a approuvé la réforme, contrairement à son canton.","Pfäffikon (ZH)","Il 51,3 per cento degli elettori di Pfäffikon ha accolto la modifica del diritto di locazione (sublocazione). Pfäffikon ha accolto il testo, contrariamente a quanto avvenuto a livello cantonale."
"Russikon ZH","Mit 998 Ja zu 555 Nein hat sich Russikon für die Änderung des Mietrechts bei Untermiete ausgesprochen. Das entspricht einem Ja-Stimmen-Anteil von 64,3 Prozent. Russikon hat damit anders abgestimmt als der Kanton Zürich, der die Vorlage abgelehnt hat.","Russikon (ZH)","Russikon dit oui à 64,3 pour cent à l'assouplissement du droit du bail dans le domaine de la sous-location. Russikon a approuvé la réforme, contrairement à son canton.","Russikon (ZH)","Gli abitanti di Russikon hanno accolto la modifica del diritto di locazione (sublocazione) con il 64,3 per cento di ""sì"". Russikon ha accolto il testo, contrariamente a quanto avvenuto a livello cantonale."
"Weisslingen ZH","63,6 Prozent der Stimmbürgerinnen und Stimmbürger in Weisslingen haben Ja gesagt zur Pensionskassenreform. Weisslingen hat damit anders abgestimmt als der Kanton Zürich, der die Vorlage abgelehnt hat.","Weisslingen (ZH)","Les habitants de Weisslingen acceptent à 63,6 pour cent l'assouplissement du droit du bail dans le domaine de la sous-location. Weisslingen a approuvé la réforme, contrairement à son canton.","Weisslingen (ZH)","Il 63,6 per cento degli elettori di Weisslingen ha accolto la modifica del diritto di locazione (sublocazione). Weisslingen ha accolto il testo, contrariamente a quanto avvenuto a livello cantonale."
"Wila ZH","52,6 Prozent der Stimmbürgerinnen und Stimmbürger in Wila haben Ja gesagt zur Pensionskassenreform. Wila hat damit anders abgestimmt als der Kanton Zürich, der die Vorlage abgelehnt hat.","Wila (ZH)","Les habitants de Wila acceptent à 52,6 pour cent l'assouplissement du droit du bail dans le domaine de la sous-location. Wila a approuvé la réforme, contrairement à son canton.","Wila (ZH)","Il 52,6 per cento degli elettori di Wila ha accolto la modifica del diritto di locazione (sublocazione). Wila ha accolto il testo, contrariamente a quanto avvenuto a livello cantonale."
"Wildberg ZH","Mit 241 Ja zu 124 Nein hat sich Wildberg für die Änderung des Mietrechts bei Untermiete ausgesprochen. Das entspricht einem Ja-Stimmen-Anteil von 66 Prozent. Wildberg hat damit anders abgestimmt als der Kanton Zürich, der die Vorlage abgelehnt hat.","Wildberg (ZH)","Wildberg dit oui à 66 pour cent à l'assouplissement du droit du bail dans le domaine de la sous-location. Wildberg a approuvé la réforme, contrairement à son canton.","Wildberg (ZH)","Gli abitanti di Wildberg hanno accolto la modifica del diritto di locazione (sublocazione) con il 66 per cento di ""sì"". Wildberg ha accolto il testo, contrariamente a quanto avvenuto a livello cantonale."
"Dübendorf ZH","54,5 der Stimmbürgerinnen und Stimmbürger von Dübendorf haben die Änderung des Mietrechts bei Untermiete abgelehnt. Dübendorf hat damit gleich wie der Kanton Zürich Nein gesagt zu dieser Vorlage.","Dübendorf (ZH)","Les habitants de Dübendorf s'opposent à l'assouplissement du droit du bail dans le domaine de la sous-location par 54,5 pour cent des voix. Dübendorf a rejeté la réforme, tout comme son canton.","Dübendorf (ZH)","Gli abitanti di Dübendorf hanno respinto la modifica del diritto di locazione (sublocazione) con il 54,5 per cento di ""no"". Dübendorf ha respinto il testo, risultato che si è confermato anche a livello cantonale."
"Egg ZH","55,6 Prozent der Stimmbürgerinnen und Stimmbürger von Egg haben sich für die Änderung des Mietrechts bei Untermiete ausgesprochen. Egg hat damit anders abgestimmt als der Kanton Zürich, der die Vorlage abgelehnt hat.","Egg (ZH)","A Egg, les habitants disent oui à  55,6 pour cent à l'assouplissement du droit du bail dans le domaine de la sous-location. Egg a approuvé la réforme, contrairement à son canton.","Egg (ZH)","Nel comune di Egg, i cittadini hanno accolto la modifica del diritto di locazione (sublocazione) con il 55,6 per cento di voti favorevoli. Egg ha accolto il testo, contrariamente a quanto avvenuto a livello cantonale."
"Fällanden ZH","Die Änderung des Mietrechts bei Untermiete ist in Fällanden mit 53,4 Prozent der Stimmen angenommen worden. Fällanden hat damit anders abgestimmt als der Kanton Zürich, der die Vorlage abgelehnt hat.","Fällanden (ZH)","L'assouplissement du droit du bail dans le domaine de la sous-location est approuvé par 53,4 pour cent des votants à Fällanden. Fällanden a approuvé la réforme, contrairement à son canton.","Fällanden (ZH)","A Fällanden gli abitanti hanno accolto la modifica del diritto di locazione (sublocazione) con il 53,4 per cento di ""sì"". Fällanden ha accolto il testo, contrariamente a quanto avvenuto a livello cantonale."
"Greifensee ZH","53,2 Prozent der Stimmbürgerinnen und Stimmbürger von Greifensee haben sich gegen die Änderung des Mietrechts bei Untermiete ausgesprochen. Greifensee hat damit gleich wie der Kanton Zürich Nein gesagt zu dieser Vorlage.","Greifensee (ZH)","A Greifensee, les citoyens rejettent à 53,2 pour cent l'assouplissement du droit du bail dans le domaine de la sous-location. Greifensee a rejeté la réforme, tout comme son canton.","Greifensee (ZH)","Nel comune di Greifensee, i cittadini hanno respinto la modifica del diritto di locazione (sublocazione) con il 53,2 per cento di voti contrari. Greifensee ha respinto il testo, risultato che si è confermato anche a livello cantonale."
"Maur ZH","Mit 2'193 Ja zu 1'543 Nein hat sich Maur für die Änderung des Mietrechts bei Untermiete ausgesprochen. Das entspricht einem Ja-Stimmen-Anteil von 58,7 Prozent. Maur hat damit anders abgestimmt als der Kanton Zürich, der die Vorlage abgelehnt hat.","Maur (ZH)","Maur dit oui à 58,7 pour cent à l'assouplissement du droit du bail dans le domaine de la sous-location. Maur a approuvé la réforme, contrairement à son canton.","Maur (ZH)","Gli abitanti di Maur hanno accolto la modifica del diritto di locazione (sublocazione) con il 58,7 per cento di ""sì"". Maur ha accolto il testo, contrariamente a quanto avvenuto a livello cantonale."
"Mönchaltorf ZH","Mit 765 Ja zu 591 Nein hat sich Mönchaltorf für die Änderung des Mietrechts bei Untermiete ausgesprochen. Das entspricht einem Ja-Stimmen-Anteil von 56,4 Prozent. Mönchaltorf hat damit anders abgestimmt als der Kanton Zürich, der die Vorlage abgelehnt hat.","Mönchaltorf (ZH)","Mönchaltorf dit oui à 56,4 pour cent à l'assouplissement du droit du bail dans le domaine de la sous-location. Mönchaltorf a approuvé la réforme, contrairement à son canton.","Mönchaltorf (ZH)","Gli abitanti di Mönchaltorf hanno accolto la modifica del diritto di locazione (sublocazione) con il 56,4 per cento di ""sì"". Mönchaltorf ha accolto il testo, contrariamente a quanto avvenuto a livello cantonale."
"Schwerzenbach ZH","54,1 Prozent der Stimmbürgerinnen und Stimmbürger von Schwerzenbach haben sich gegen die Änderung des Mietrechts bei Untermiete ausgesprochen. Schwerzenbach hat damit gleich wie der Kanton Zürich Nein gesagt zu dieser Vorlage.","Schwerzenbach (ZH)","A Schwerzenbach, les citoyens rejettent à 54,1 pour cent l'assouplissement du droit du bail dans le domaine de la sous-location. Schwerzenbach a rejeté la réforme, tout comme son canton.","Schwerzenbach (ZH)","Nel comune di Schwerzenbach, i cittadini hanno respinto la modifica del diritto di locazione (sublocazione) con il 54,1 per cento di voti contrari. Schwerzenbach ha respinto il testo, risultato che si è confermato anche a livello cantonale."
"Uster ZH","54,4 der Stimmbürgerinnen und Stimmbürger von Uster haben die Änderung des Mietrechts bei Untermiete abgelehnt. Uster hat damit gleich wie der Kanton Zürich Nein gesagt zu dieser Vorlage.","Uster (ZH)","Les habitants d'Uster s'opposent à l'assouplissement du droit du bail dans le domaine de la sous-location par 54,4 pour cent des voix. Uster a rejeté la réforme, tout comme son canton.","Uster (ZH)","Gli abitanti di Uster hanno respinto la modifica del diritto di locazione (sublocazione) con il 54,4 per cento di ""no"". Uster ha respinto il testo, risultato che si è confermato anche a livello cantonale."
"Volketswil ZH","52,3 Prozent der Stimmbürgerinnen und Stimmbürger von Volketswil haben sich für die Änderung des Mietrechts bei Untermiete ausgesprochen. Volketswil hat damit anders abgestimmt als der Kanton Zürich, der die Vorlage abgelehnt hat.","Volketswil (ZH)","A Volketswil, les habitants disent oui à  52,3 pour cent à l'assouplissement du droit du bail dans le domaine de la sous-location. Volketswil a approuvé la réforme, contrairement à son canton.","Volketswil (ZH)","Nel comune di Volketswil, i cittadini hanno accolto la modifica del diritto di locazione (sublocazione) con il 52,3 per cento di voti favorevoli. Volketswil ha accolto il testo, contrariamente a quanto avvenuto a livello cantonale."
"Wangen-Brüttisellen ZH","Wangen-Brüttisellen hat die Änderung des Mietrechts bei Untermiete angenommen. Die Gemeinde stimmte der Vorlage mit Ja-Stimmen-Anteil von 57,6 Prozent zu. Wangen-Brüttisellen hat damit anders abgestimmt als der Kanton Zürich, der die Vorlage abgelehnt hat.","Wangen-Brüttisellen (ZH)","L'assouplissement du droit du bail dans le domaine de la sous-location passe la rampe avec 57,6 pour cent de oui à Wangen-Brüttisellen. Wangen-Brüttisellen a approuvé la réforme, contrairement à son canton.","Wangen-Brüttisellen (ZH)","La modifica del diritto di locazione (sublocazione) è stata accolta a Wangen-Brüttisellen, dove ha riscosso il 57,6 per cento di voti a favore. Wangen-Brüttisellen ha accolto il testo, contrariamente a quanto avvenuto a livello cantonale."
"Altikon ZH","Die Änderung des Mietrechts bei Untermiete ist in Altikon mit 64,9 Prozent der Stimmen angenommen worden. Altikon hat damit anders abgestimmt als der Kanton Zürich, der die Vorlage abgelehnt hat.","Altikon (ZH)","L'assouplissement du droit du bail dans le domaine de la sous-location est approuvé par 64,9 pour cent des votants à Altikon. Altikon a approuvé la réforme, contrairement à son canton.","Altikon (ZH)","A Altikon gli abitanti hanno accolto la modifica del diritto di locazione (sublocazione) con il 64,9 per cento di ""sì"". Altikon ha accolto il testo, contrariamente a quanto avvenuto a livello cantonale."
"Brütten ZH","Die Änderung des Mietrechts bei Untermiete ist in Brütten mit 68 Prozent der Stimmen angenommen worden. Brütten hat damit anders abgestimmt als der Kanton Zürich, der die Vorlage abgelehnt hat.","Brütten (ZH)","L'assouplissement du droit du bail dans le domaine de la sous-location est approuvé par 68 pour cent des votants à Brütten. Brütten a approuvé la réforme, contrairement à son canton.","Brütten (ZH)","A Brütten gli abitanti hanno accolto la modifica del diritto di locazione (sublocazione) con il 68 per cento di ""sì"". Brütten ha accolto il testo, contrariamente a quanto avvenuto a livello cantonale."
"Dägerlen ZH","57,5 Prozent der Stimmbürgerinnen und Stimmbürger von Dägerlen haben sich für die Änderung des Mietrechts bei Untermiete ausgesprochen. Dägerlen hat damit anders abgestimmt als der Kanton Zürich, der die Vorlage abgelehnt hat.","Dägerlen (ZH)","A Dägerlen, les habitants disent oui à  57,5 pour cent à l'assouplissement du droit du bail dans le domaine de la sous-location. Dägerlen a approuvé la réforme, contrairement à son canton.","Dägerlen (ZH)","Nel comune di Dägerlen, i cittadini hanno accolto la modifica del diritto di locazione (sublocazione) con il 57,5 per cento di voti favorevoli. Dägerlen ha accolto il testo, contrariamente a quanto avvenuto a livello cantonale."
"Dättlikon ZH","Ja zur Änderung des Mietrechts bei Untermiete in Dättlikon. Die Gemeinde hat Vorlage mit 57,8 Prozent der Stimmen angenommen. Dättlikon hat damit anders abgestimmt als der Kanton Zürich, der die Vorlage abgelehnt hat.","Dättlikon (ZH)","Les habitants de Dättlikon soutiennent à 57,8 pour cent l'assouplissement du droit du bail dans le domaine de la sous-location. Dättlikon a approuvé la réforme, contrairement à son canton.","Dättlikon (ZH)","Gli elettori di Dättlikon si sono mostrati favorevoli alla modifica del diritto di locazione (sublocazione), che ha ricevuto il 57,8 per cento di ""sì"". Dättlikon ha accolto il testo, contrariamente a quanto avvenuto a livello cantonale."
"Dinhard ZH","55,8 Prozent der Stimmbürgerinnen und Stimmbürger von Dinhard haben sich für die Änderung des Mietrechts bei Untermiete ausgesprochen. Dinhard hat damit anders abgestimmt als der Kanton Zürich, der die Vorlage abgelehnt hat.","Dinhard (ZH)","A Dinhard, les habitants disent oui à  55,8 pour cent à l'assouplissement du droit du bail dans le domaine de la sous-location. Dinhard a approuvé la réforme, contrairement à son canton.","Dinhard (ZH)","Nel comune di Dinhard, i cittadini hanno accolto la modifica del diritto di locazione (sublocazione) con il 55,8 per cento di voti favorevoli. Dinhard ha accolto il testo, contrariamente a quanto avvenuto a livello cantonale."
"Ellikon an der Thur ZH","59,3 Prozent der Stimmbürgerinnen und Stimmbürger von Ellikon an der Thur haben sich für die Änderung des Mietrechts bei Untermiete ausgesprochen. Ellikon an der Thur hat damit anders abgestimmt als der Kanton Zürich, der die Vorlage abgelehnt hat.","Ellikon an der Thur (ZH)","A Ellikon an der Thur, les habitants disent oui à  59,3 pour cent à l'assouplissement du droit du bail dans le domaine de la sous-location. Ellikon an der Thur a approuvé la réforme, contrairement à son canton.","Ellikon an der Thur (ZH)","Nel comune di Ellikon an der Thur, i cittadini hanno accolto la modifica del diritto di locazione (sublocazione) con il 59,3 per cento di voti favorevoli. Ellikon an der Thur ha accolto il testo, contrariamente a quanto avvenuto a livello cantonale."
"Elsau ZH","Mit 54,1 Prozent Ja-Stimmen hat eine Mehrheit der Abstimmenden in Elsau für die Änderung des Mietrechts bei Untermiete gestimmt. Elsau hat damit anders abgestimmt als der Kanton Zürich, der die Vorlage abgelehnt hat.","Elsau (ZH)","La population d'Elsau approuve à 54,1 pour cent l'assouplissement du droit du bail dans le domaine de la sous-location. Elsau a approuvé la réforme, contrairement à son canton.","Elsau (ZH)","I cittadini di Elsau hanno accolto la modifica del diritto di locazione (sublocazione) con il 54,1 per cento di voti a favore. Elsau ha accolto il testo, contrariamente a quanto avvenuto a livello cantonale."
"Hagenbuch ZH","Mit 59,9 Prozent Ja-Stimmen hat eine Mehrheit der Abstimmenden in Hagenbuch für die Änderung des Mietrechts bei Untermiete gestimmt. Hagenbuch hat damit anders abgestimmt als der Kanton Zürich, der die Vorlage abgelehnt hat.","Hagenbuch (ZH)","La population de Hagenbuch approuve à 59,9 pour cent l'assouplissement du droit du bail dans le domaine de la sous-location. Hagenbuch a approuvé la réforme, contrairement à son canton.","Hagenbuch (ZH)","I cittadini di Hagenbuch hanno accolto la modifica del diritto di locazione (sublocazione) con il 59,9 per cento di voti a favore. Hagenbuch ha accolto il testo, contrariamente a quanto avvenuto a livello cantonale."
"Hettlingen ZH","Mit 802 Ja zu 543 Nein hat sich Hettlingen für die Änderung des Mietrechts bei Untermiete ausgesprochen. Das entspricht einem Ja-Stimmen-Anteil von 59,6 Prozent. Hettlingen hat damit anders abgestimmt als der Kanton Zürich, der die Vorlage abgelehnt hat.","Hettlingen (ZH)","Hettlingen dit oui à 59,6 pour cent à l'assouplissement du droit du bail dans le domaine de la sous-location. Hettlingen a approuvé la réforme, contrairement à son canton.","Hettlingen (ZH)","Gli abitanti di Hettlingen hanno accolto la modifica del diritto di locazione (sublocazione) con il 59,6 per cento di ""sì"". Hettlingen ha accolto il testo, contrariamente a quanto avvenuto a livello cantonale."
"Neftenbach ZH","Mit 57,9 Prozent Ja-Stimmen hat eine Mehrheit der Abstimmenden in Neftenbach für die Änderung des Mietrechts bei Untermiete gestimmt. Neftenbach hat damit anders abgestimmt als der Kanton Zürich, der die Vorlage abgelehnt hat.","Neftenbach (ZH)","La population de Neftenbach approuve à 57,9 pour cent l'assouplissement du droit du bail dans le domaine de la sous-location. Neftenbach a approuvé la réforme, contrairement à son canton.","Neftenbach (ZH)","I cittadini di Neftenbach hanno accolto la modifica del diritto di locazione (sublocazione) con il 57,9 per cento di voti a favore. Neftenbach ha accolto il testo, contrariamente a quanto avvenuto a livello cantonale."
"Pfungen ZH","Mit 582 Ja zu 474 Nein hat sich Pfungen für die Änderung des Mietrechts bei Untermiete ausgesprochen. Das entspricht einem Ja-Stimmen-Anteil von 55,1 Prozent. Pfungen hat damit anders abgestimmt als der Kanton Zürich, der die Vorlage abgelehnt hat.","Pfungen (ZH)","Pfungen dit oui à 55,1 pour cent à l'assouplissement du droit du bail dans le domaine de la sous-location. Pfungen a approuvé la réforme, contrairement à son canton.","Pfungen (ZH)","Gli abitanti di Pfungen hanno accolto la modifica del diritto di locazione (sublocazione) con il 55,1 per cento di ""sì"". Pfungen ha accolto il testo, contrariamente a quanto avvenuto a livello cantonale."
