"Gemeinde_de","Text_de","Gemeinde_fr","Text_fr","Gemeinde_it","Text_it"
"Hittnau ZH","93,3 Prozent der Stimmbürgerinnen und Stimmbürger von Hittnau haben sich gegen die einheitliche Finanzierung der Leistungen im Gesundheitswesen ausgesprochen. Hittnau hat damit anders abgestimmt als der Kanton Zürich, der die Vorlage angenommen hat.","Hittnau (ZH)","A Hittnau, les citoyens rejettent à 93,3 pour cent le financement uniforme des prestations médicales ambulatoires, stationnaires et les soins de longue durée. Hittnau a rejeté la réforme, contrairement à son canton.","Hittnau (ZH)","Nel comune di Hittnau, i cittadini hanno respinto il finanziamento uniforme delle prestazioni con il 93,3 per cento di voti contrari. Hittnau ha respinto il testo, contrariamente a quanto registrato a livello cantonale."
"Lindau ZH","73,5 der Stimmbürgerinnen und Stimmbürger von Lindau haben die einheitliche Finanzierung der Leistungen im Gesundheitswesen abgelehnt. Lindau hat damit anders abgestimmt als der Kanton Zürich, der die Vorlage angenommen hat.","Lindau (ZH)","Les habitants de Lindau s'opposent au financement uniforme des prestations médicales ambulatoires, stationnaires et les soins de longue durée par 73,5 pour cent des voix. Lindau a rejeté la réforme, contrairement à son canton.","Lindau (ZH)","Gli abitanti di Lindau hanno respinto il finanziamento uniforme delle prestazioni con il 73,5 per cento di ""no"". Lindau ha respinto il testo, contrariamente a quanto registrato a livello cantonale."
"Pfäffikon ZH","81,8 Prozent der Stimmbürgerinnen und Stimmbürger in Pfäffikon haben Ja gesagt zur einheitliche Finanzierung der Leistungen im Gesundheitswesen. Pfäffikon hat damit gleich wie der Kanton Zürich Ja gesagt zu dieser Vorlage.","Pfäffikon (ZH)","Les habitants de Pfäffikon acceptent avec 81,8 pour cent de oui le financement uniforme des prestations médicales ambulatoires, stationnaires et les soins de longue durée. Pfäffikon a approuvé la réforme, tout comme son canton.","Pfäffikon (ZH)","Il 81,8 per cento degli elettori di Pfäffikon ha accolto il finanziamento uniforme delle prestazioni. Pfäffikon ha accolto il testo, così come quanto avvenuto a livello cantonale."
"Russikon ZH","65,5 der Stimmbürgerinnen und Stimmbürger von Russikon haben die einheitliche Finanzierung der Leistungen im Gesundheitswesen abgelehnt. Russikon hat damit anders abgestimmt als der Kanton Zürich, der die Vorlage angenommen hat.","Russikon (ZH)","Les habitants de Russikon s'opposent au financement uniforme des prestations médicales ambulatoires, stationnaires et les soins de longue durée par 65,5 pour cent des voix. Russikon a rejeté la réforme, contrairement à son canton.","Russikon (ZH)","Gli abitanti di Russikon hanno respinto il finanziamento uniforme delle prestazioni con il 65,5 per cento di ""no"". Russikon ha respinto il testo, contrariamente a quanto registrato a livello cantonale."
"Weisslingen ZH","52,3 Prozent der Stimmbürgerinnen und Stimmbürger in Weisslingen haben Ja gesagt zur einheitliche Finanzierung der Leistungen im Gesundheitswesen. Weisslingen hat damit gleich wie der Kanton Zürich Ja gesagt zu dieser Vorlage.","Weisslingen (ZH)","Les habitants de Weisslingen acceptent avec 52,3 pour cent de oui le financement uniforme des prestations médicales ambulatoires, stationnaires et les soins de longue durée. Weisslingen a approuvé la réforme, tout comme son canton.","Weisslingen (ZH)","Il 52,3 per cento degli elettori di Weisslingen ha accolto il finanziamento uniforme delle prestazioni. Weisslingen ha accolto il testo, così come quanto avvenuto a livello cantonale."
"Wila ZH","Keine Mehrheit für die einheitliche Finanzierung der Leistungen im Gesundheitswesen in Wila: Die Vorlage ist mit 86,8 Prozent gescheitert. Wila hat damit anders abgestimmt als der Kanton Zürich, der die Vorlage angenommen hat.","Wila (ZH)","Le financement uniforme des prestations médicales ambulatoires, stationnaires et les soins de longue durée n'a pas convaincu à Wila. Les citoyens de la commune ont refusé le texte à 86,8 pour cent. Wila a rejeté la réforme, contrairement à son canton.","Wila (ZH)","Il 86,8 per cento degli elettori di Wila ha respinto il finanziamento uniforme delle prestazioni. Wila ha respinto il testo, contrariamente a quanto registrato a livello cantonale."
"Wildberg ZH","55 der Stimmbürgerinnen und Stimmbürger von Wildberg haben die einheitliche Finanzierung der Leistungen im Gesundheitswesen abgelehnt. Wildberg hat damit anders abgestimmt als der Kanton Zürich, der die Vorlage angenommen hat.","Wildberg (ZH)","Les habitants de Wildberg s'opposent au financement uniforme des prestations médicales ambulatoires, stationnaires et les soins de longue durée par 55 pour cent des voix. Wildberg a rejeté la réforme, contrairement à son canton.","Wildberg (ZH)","Gli abitanti di Wildberg hanno respinto il finanziamento uniforme delle prestazioni con il 55 per cento di ""no"". Wildberg ha respinto il testo, contrariamente a quanto registrato a livello cantonale."
"Dübendorf ZH","Mit 5'923 Ja zu 2'629 Nein hat sich Dübendorf für die einheitliche Finanzierung der Leistungen im Gesundheitswesen ausgesprochen. Das entspricht 69,3 Prozent. Dübendorf hat damit gleich wie der Kanton Zürich Ja gesagt zu dieser Vorlage.","Dübendorf (ZH)","Dübendorf dit oui à 69,3 pour cent au financement uniforme des prestations médicales ambulatoires, stationnaires et les soins de longue durée. Dübendorf a approuvé la réforme, tout comme son canton.","Dübendorf (ZH)","Gli abitanti di Dübendorf hanno accolto il finanziamento uniforme delle prestazioni con il 69,3 per cento di ""sì"". Dübendorf ha accolto il testo, così come quanto avvenuto a livello cantonale."
"Egg ZH","59,2 Prozent der Stimmbürgerinnen und Stimmbürger von Egg haben sich gegen die einheitliche Finanzierung der Leistungen im Gesundheitswesen ausgesprochen. Egg hat damit anders abgestimmt als der Kanton Zürich, der die Vorlage angenommen hat.","Egg (ZH)","A Egg, les citoyens rejettent à 59,2 pour cent le financement uniforme des prestations médicales ambulatoires, stationnaires et les soins de longue durée. Egg a rejeté la réforme, contrairement à son canton.","Egg (ZH)","Nel comune di Egg, i cittadini hanno respinto il finanziamento uniforme delle prestazioni con il 59,2 per cento di voti contrari. Egg ha respinto il testo, contrariamente a quanto registrato a livello cantonale."
"Fällanden ZH","Die einheitliche Finanzierung der Leistungen im Gesundheitswesen ist in Fällanden mit 73,7 Prozent der Stimmen angenommen worden. Fällanden hat damit gleich wie der Kanton Zürich Ja gesagt zu dieser Vorlage.","Fällanden (ZH)","Le financement uniforme des prestations médicales ambulatoires, stationnaires et les soins de longue durée est approuvé à Fällanden par 73,7 pour cent des votants. Fällanden a approuvé la réforme, tout comme son canton.","Fällanden (ZH)","A Fällanden gli abitanti hanno accolto il finanziamento uniforme delle prestazioni con il 73,7 per cento di ""sì"". Fällanden ha accolto il testo, così come quanto avvenuto a livello cantonale."
"Greifensee ZH","55,7 Prozent der Stimmbürgerinnen und Stimmbürger von Greifensee haben sich für die einheitliche Finanzierung der Leistungen im Gesundheitswesen ausgesprochen. Greifensee hat damit gleich wie der Kanton Zürich Ja gesagt zu dieser Vorlage.","Greifensee (ZH)","A Greifensee, les habitants disent oui à  55,7 pour cent au financement uniforme des prestations médicales ambulatoires, stationnaires et les soins de longue durée. Greifensee a approuvé la réforme, tout comme son canton.","Greifensee (ZH)","Nel comune di Greifensee, i cittadini hanno accolto il finanziamento uniforme delle prestazioni con il 55,7 per cento di voti favorevoli. Greifensee ha accolto il testo, così come quanto avvenuto a livello cantonale."
"Maur ZH","Mit 5'675 Ja zu 2'659 Nein hat sich Maur für die einheitliche Finanzierung der Leistungen im Gesundheitswesen ausgesprochen. Das entspricht 68,1 Prozent. Maur hat damit gleich wie der Kanton Zürich Ja gesagt zu dieser Vorlage.","Maur (ZH)","Maur dit oui à 68,1 pour cent au financement uniforme des prestations médicales ambulatoires, stationnaires et les soins de longue durée. Maur a approuvé la réforme, tout comme son canton.","Maur (ZH)","Gli abitanti di Maur hanno accolto il finanziamento uniforme delle prestazioni con il 68,1 per cento di ""sì"". Maur ha accolto il testo, così come quanto avvenuto a livello cantonale."
"Mönchaltorf ZH","70,8 der Stimmbürgerinnen und Stimmbürger von Mönchaltorf haben die einheitliche Finanzierung der Leistungen im Gesundheitswesen abgelehnt. Mönchaltorf hat damit anders abgestimmt als der Kanton Zürich, der die Vorlage angenommen hat.","Mönchaltorf (ZH)","Les habitants de Mönchaltorf s'opposent au financement uniforme des prestations médicales ambulatoires, stationnaires et les soins de longue durée par 70,8 pour cent des voix. Mönchaltorf a rejeté la réforme, contrairement à son canton.","Mönchaltorf (ZH)","Gli abitanti di Mönchaltorf hanno respinto il finanziamento uniforme delle prestazioni con il 70,8 per cento di ""no"". Mönchaltorf ha respinto il testo, contrariamente a quanto registrato a livello cantonale."
"Schwerzenbach ZH","65,5 Prozent der Stimmbürgerinnen und Stimmbürger von Schwerzenbach haben sich gegen die einheitliche Finanzierung der Leistungen im Gesundheitswesen ausgesprochen. Schwerzenbach hat damit anders abgestimmt als der Kanton Zürich, der die Vorlage angenommen hat.","Schwerzenbach (ZH)","A Schwerzenbach, les citoyens rejettent à 65,5 pour cent le financement uniforme des prestations médicales ambulatoires, stationnaires et les soins de longue durée. Schwerzenbach a rejeté la réforme, contrairement à son canton.","Schwerzenbach (ZH)","Nel comune di Schwerzenbach, i cittadini hanno respinto il finanziamento uniforme delle prestazioni con il 65,5 per cento di voti contrari. Schwerzenbach ha respinto il testo, contrariamente a quanto registrato a livello cantonale."
"Uster ZH","Mit 8'780 Ja zu 1'191 Nein hat sich Uster für die einheitliche Finanzierung der Leistungen im Gesundheitswesen ausgesprochen. Das entspricht 88,1 Prozent. Uster hat damit gleich wie der Kanton Zürich Ja gesagt zu dieser Vorlage.","Uster (ZH)","Uster dit oui à 88,1 pour cent au financement uniforme des prestations médicales ambulatoires, stationnaires et les soins de longue durée. Uster a approuvé la réforme, tout comme son canton.","Uster (ZH)","Gli abitanti di Uster hanno accolto il finanziamento uniforme delle prestazioni con il 88,1 per cento di ""sì"". Uster ha accolto il testo, così come quanto avvenuto a livello cantonale."
"Volketswil ZH","80,9 Prozent der Stimmbürgerinnen und Stimmbürger von Volketswil haben sich für die einheitliche Finanzierung der Leistungen im Gesundheitswesen ausgesprochen. Volketswil hat damit gleich wie der Kanton Zürich Ja gesagt zu dieser Vorlage.","Volketswil (ZH)","A Volketswil, les habitants disent oui à  80,9 pour cent au financement uniforme des prestations médicales ambulatoires, stationnaires et les soins de longue durée. Volketswil a approuvé la réforme, tout comme son canton.","Volketswil (ZH)","Nel comune di Volketswil, i cittadini hanno accolto il finanziamento uniforme delle prestazioni con il 80,9 per cento di voti favorevoli. Volketswil ha accolto il testo, così come quanto avvenuto a livello cantonale."
"Wangen-Brüttisellen ZH","Wangen-Brüttisellen hat die einheitliche Finanzierung der Leistungen im Gesundheitswesen mit 51 Prozent Nein-Stimmen verworfen. Wangen-Brüttisellen hat damit anders abgestimmt als der Kanton Zürich, der die Vorlage angenommen hat.","Wangen-Brüttisellen (ZH)","Le financement uniforme des prestations médicales ambulatoires, stationnaires et les soins de longue durée n'a pas trouvé grâce aux yeux des citoyens de Wangen-Brüttisellen. Ils ont refusé le texte à 51 pour cent. Wangen-Brüttisellen a rejeté la réforme, contrairement à son canton.","Wangen-Brüttisellen (ZH)","Il finanziamento uniforme delle prestazioni è stato respinto a Wangen-Brüttisellen, dove ha riscosso il 51 per cento di ""no"". Wangen-Brüttisellen ha respinto il testo, contrariamente a quanto registrato a livello cantonale."
"Altikon ZH","Die einheitliche Finanzierung der Leistungen im Gesundheitswesen ist in Altikon mit 93,8 Prozent der Stimmen angenommen worden. Altikon hat damit gleich wie der Kanton Zürich Ja gesagt zu dieser Vorlage.","Altikon (ZH)","Le financement uniforme des prestations médicales ambulatoires, stationnaires et les soins de longue durée est approuvé à Altikon par 93,8 pour cent des votants. Altikon a approuvé la réforme, tout comme son canton.","Altikon (ZH)","A Altikon gli abitanti hanno accolto il finanziamento uniforme delle prestazioni con il 93,8 per cento di ""sì"". Altikon ha accolto il testo, così come quanto avvenuto a livello cantonale."
"Brütten ZH","Mit 7'552 Nein zu 4'158 Ja haben die Stimmbürgerinnen und Stimmbürger von Brütten die einheitliche Finanzierung der Leistungen im Gesundheitswesen abgelehnt. Das sind 64,5 Prozent. Brütten hat damit anders abgestimmt als der Kanton Zürich, der die Vorlage angenommen hat.","Brütten (ZH)","La population de Brütten rejette à 64,5 pour cent des voix le financement uniforme des prestations médicales ambulatoires, stationnaires et les soins de longue durée. Brütten a rejeté la réforme, contrairement à son canton.","Brütten (ZH)","A Brütten gli abitanti si sono opposti al finanziamento uniforme delle prestazioni con il 64,5 per cento di voti a sfavore. Brütten ha respinto il testo, contrariamente a quanto registrato a livello cantonale."
"Dägerlen ZH","63,9 Prozent der Stimmbürgerinnen und Stimmbürger von Dägerlen haben sich für die einheitliche Finanzierung der Leistungen im Gesundheitswesen ausgesprochen. Dägerlen hat damit gleich wie der Kanton Zürich Ja gesagt zu dieser Vorlage.","Dägerlen (ZH)","A Dägerlen, les habitants disent oui à  63,9 pour cent au financement uniforme des prestations médicales ambulatoires, stationnaires et les soins de longue durée. Dägerlen a approuvé la réforme, tout comme son canton.","Dägerlen (ZH)","Nel comune di Dägerlen, i cittadini hanno accolto il finanziamento uniforme delle prestazioni con il 63,9 per cento di voti favorevoli. Dägerlen ha accolto il testo, così come quanto avvenuto a livello cantonale."
"Dättlikon ZH","In Dättlikon hat die einheitliche Finanzierung der Leistungen im Gesundheitswesen keine Mehrheit gefunden: 73,2 Prozent haben die Vorlage abgelehnt. Dättlikon hat damit anders abgestimmt als der Kanton Zürich, der die Vorlage angenommen hat.","Dättlikon (ZH)","C'est non au financement uniforme des prestations médicales ambulatoires, stationnaires et les soins de longue durée à Dättlikon. Les habitants ont refusé le texte à 73,2 pour cent. Dättlikon a rejeté la réforme, contrairement à son canton.","Dättlikon (ZH)","Gli elettori di Dättlikon si sono mostrati scettici nei confronti del finanziamento uniforme delle prestazioni, che è stato respinto con il 73,2 per cento di voti contrari. Dättlikon ha respinto il testo, contrariamente a quanto registrato a livello cantonale."
"Dinhard ZH","92,2 Prozent der Stimmbürgerinnen und Stimmbürger von Dinhard haben sich gegen die einheitliche Finanzierung der Leistungen im Gesundheitswesen ausgesprochen. Dinhard hat damit anders abgestimmt als der Kanton Zürich, der die Vorlage angenommen hat.","Dinhard (ZH)","A Dinhard, les citoyens rejettent à 92,2 pour cent le financement uniforme des prestations médicales ambulatoires, stationnaires et les soins de longue durée. Dinhard a rejeté la réforme, contrairement à son canton.","Dinhard (ZH)","Nel comune di Dinhard, i cittadini hanno respinto il finanziamento uniforme delle prestazioni con il 92,2 per cento di voti contrari. Dinhard ha respinto il testo, contrariamente a quanto registrato a livello cantonale."
"Ellikon an der Thur ZH","68,1 Prozent der Stimmbürgerinnen und Stimmbürger von Ellikon an der Thur haben sich gegen die einheitliche Finanzierung der Leistungen im Gesundheitswesen ausgesprochen. Ellikon an der Thur hat damit anders abgestimmt als der Kanton Zürich, der die Vorlage angenommen hat.","Ellikon an der Thur (ZH)","A Ellikon an der Thur, les citoyens rejettent à 68,1 pour cent le financement uniforme des prestations médicales ambulatoires, stationnaires et les soins de longue durée. Ellikon an der Thur a rejeté la réforme, contrairement à son canton.","Ellikon an der Thur (ZH)","Nel comune di Ellikon an der Thur, i cittadini hanno respinto il finanziamento uniforme delle prestazioni con il 68,1 per cento di voti contrari. Ellikon an der Thur ha respinto il testo, contrariamente a quanto registrato a livello cantonale."
"Elsau ZH","Mit 64,1 Prozent Ja-Stimmen hat eine Mehrheit der Abstimmenden in Elsau die einheitliche Finanzierung der Leistungen im Gesundheitswesen befürwortet. Elsau hat damit gleich wie der Kanton Zürich Ja gesagt zu dieser Vorlage.","Elsau (ZH)","La population d'Elsau approuve à 64,1 pour cent le financement uniforme des prestations médicales ambulatoires, stationnaires et les soins de longue durée. Elsau a approuvé la réforme, tout comme son canton.","Elsau (ZH)","I cittadini di Elsau hanno accolto il finanziamento uniforme delle prestazioni con il 64,1 per cento di voti a favore. Elsau ha accolto il testo, così come quanto avvenuto a livello cantonale."
"Hagenbuch ZH","Hagenbuch hat die einheitliche Finanzierung der Leistungen im Gesundheitswesen mit 66,5 Prozent Nein verworfen. Hagenbuch hat damit anders abgestimmt als der Kanton Zürich, der die Vorlage angenommen hat.","Hagenbuch (ZH)","Le financement uniforme des prestations médicales ambulatoires, stationnaires et les soins de longue durée est refusé à 66,5 pour cent à Hagenbuch. Hagenbuch a rejeté la réforme, contrairement à son canton.","Hagenbuch (ZH)","I cittadini di Hagenbuch hanno respinto il finanziamento uniforme delle prestazioni con il 66,5 per cento di voti contrari. Hagenbuch ha respinto il testo, contrariamente a quanto registrato a livello cantonale."
"Hettlingen ZH","Mit 7'473 Ja zu 2'066 Nein hat sich Hettlingen für die einheitliche Finanzierung der Leistungen im Gesundheitswesen ausgesprochen. Das entspricht 78,3 Prozent. Hettlingen hat damit gleich wie der Kanton Zürich Ja gesagt zu dieser Vorlage.","Hettlingen (ZH)","Hettlingen dit oui à 78,3 pour cent au financement uniforme des prestations médicales ambulatoires, stationnaires et les soins de longue durée. Hettlingen a approuvé la réforme, tout comme son canton.","Hettlingen (ZH)","Gli abitanti di Hettlingen hanno accolto il finanziamento uniforme delle prestazioni con il 78,3 per cento di ""sì"". Hettlingen ha accolto il testo, così come quanto avvenuto a livello cantonale."
"Neftenbach ZH","Mit 74,6 Prozent Ja-Stimmen hat eine Mehrheit der Abstimmenden in Neftenbach die einheitliche Finanzierung der Leistungen im Gesundheitswesen befürwortet. Neftenbach hat damit gleich wie der Kanton Zürich Ja gesagt zu dieser Vorlage.","Neftenbach (ZH)","La population de Neftenbach approuve à 74,6 pour cent le financement uniforme des prestations médicales ambulatoires, stationnaires et les soins de longue durée. Neftenbach a approuvé la réforme, tout comme son canton.","Neftenbach (ZH)","I cittadini di Neftenbach hanno accolto il finanziamento uniforme delle prestazioni con il 74,6 per cento di voti a favore. Neftenbach ha accolto il testo, così come quanto avvenuto a livello cantonale."
"Pfungen ZH","Mit 5'328 Ja zu 316 Nein hat sich Pfungen für die einheitliche Finanzierung der Leistungen im Gesundheitswesen ausgesprochen. Das entspricht 94,4 Prozent. Pfungen hat damit gleich wie der Kanton Zürich Ja gesagt zu dieser Vorlage.","Pfungen (ZH)","Pfungen dit oui à 94,4 pour cent au financement uniforme des prestations médicales ambulatoires, stationnaires et les soins de longue durée. Pfungen a approuvé la réforme, tout comme son canton.","Pfungen (ZH)","Gli abitanti di Pfungen hanno accolto il finanziamento uniforme delle prestazioni con il 94,4 per cento di ""sì"". Pfungen ha accolto il testo, così come quanto avvenuto a livello cantonale."
"Rickenbach ZH","Keine Mehrheit für die einheitliche Finanzierung der Leistungen im Gesundheitswesen in Rickenbach ZH: Die Vorlage ist mit 51,8 Prozent gescheitert. Rickenbach ZH hat damit anders abgestimmt als der Kanton Zürich, der die Vorlage angenommen hat.","Rickenbach (ZH)","Le financement uniforme des prestations médicales ambulatoires, stationnaires et les soins de longue durée n'a pas convaincu à Rickenbach (ZH). Les citoyens de la commune ont refusé le texte à 51,8 pour cent. Rickenbach (ZH) a rejeté la réforme, contrairement à son canton.","Rickenbach (ZH)","Il 51,8 per cento degli elettori di Rickenbach ZH ha respinto il finanziamento uniforme delle prestazioni. Rickenbach ZH ha respinto il testo, contrariamente a quanto registrato a livello cantonale."
"Schlatt ZH","In Schlatt ZH hat die einheitliche Finanzierung der Leistungen im Gesundheitswesen keine Mehrheit gefunden: 60,9 Prozent haben die Vorlage abgelehnt. Schlatt ZH hat damit anders abgestimmt als der Kanton Zürich, der die Vorlage angenommen hat.","Schlatt (ZH)","C'est non au financement uniforme des prestations médicales ambulatoires, stationnaires et les soins de longue durée à Schlatt (ZH). Les habitants ont refusé le texte à 60,9 pour cent. Schlatt (ZH) a rejeté la réforme, contrairement à son canton.","Schlatt (ZH)","Gli elettori di Schlatt ZH si sono mostrati scettici nei confronti del finanziamento uniforme delle prestazioni, che è stato respinto con il 60,9 per cento di voti contrari. Schlatt ZH ha respinto il testo, contrariamente a quanto registrato a livello cantonale."
"Seuzach ZH","51,9 Prozent der Stimmbürgerinnen und Stimmbürger von Seuzach haben sich gegen die einheitliche Finanzierung der Leistungen im Gesundheitswesen ausgesprochen. Seuzach hat damit anders abgestimmt als der Kanton Zürich, der die Vorlage angenommen hat.","Seuzach (ZH)","A Seuzach, les citoyens rejettent à 51,9 pour cent le financement uniforme des prestations médicales ambulatoires, stationnaires et les soins de longue durée. Seuzach a rejeté la réforme, contrairement à son canton.","Seuzach (ZH)","Nel comune di Seuzach, i cittadini hanno respinto il finanziamento uniforme delle prestazioni con il 51,9 per cento di voti contrari. Seuzach ha respinto il testo, contrariamente a quanto registrato a livello cantonale."
"Turbenthal ZH","Die einheitliche Finanzierung der Leistungen im Gesundheitswesen ist in Turbenthal mit 65,8 Prozent der Stimmen angenommen worden. Turbenthal hat damit gleich wie der Kanton Zürich Ja gesagt zu dieser Vorlage.","Turbenthal (ZH)","Le financement uniforme des prestations médicales ambulatoires, stationnaires et les soins de longue durée est approuvé à Turbenthal par 65,8 pour cent des votants. Turbenthal a approuvé la réforme, tout comme son canton.","Turbenthal (ZH)","A Turbenthal gli abitanti hanno accolto il finanziamento uniforme delle prestazioni con il 65,8 per cento di ""sì"". Turbenthal ha accolto il testo, così come quanto avvenuto a livello cantonale."
"Winterthur ZH","88,9 Prozent der Stimmbürgerinnen und Stimmbürger in Winterthur haben Ja gesagt zur einheitliche Finanzierung der Leistungen im Gesundheitswesen. Winterthur hat damit gleich wie der Kanton Zürich Ja gesagt zu dieser Vorlage.","Winterthour (ZH)","Les habitants de Winterthour acceptent avec 88,9 pour cent de oui le financement uniforme des prestations médicales ambulatoires, stationnaires et les soins de longue durée. Winterthour a approuvé la réforme, tout comme son canton.","Winterthour (ZH)","Il 88,9 per cento degli elettori di Winterthour ha accolto il finanziamento uniforme delle prestazioni. Winterthour ha accolto il testo, così come quanto avvenuto a livello cantonale."
"Zell ZH","Ja zur einheitlichen Finanzierung der Leistungen im Gesundheitswesen in Zell ZH. Die Gemeinde hat die Vorlage mit 83,6 Prozent der Stimmen angenommen. Zell ZH hat damit gleich wie der Kanton Zürich Ja gesagt zu dieser Vorlage.","Zell (ZH)","Les habitants de Zell (ZH) soutiennent à 83,6 pour cent le financement uniforme des prestations médicales ambulatoires, stationnaires et les soins de longue durée. Zell (ZH) a approuvé la réforme, tout comme son canton.","Zell (ZH)","Gli elettori di Zell ZH si sono mostrati favorevoli al finanziamento uniforme delle prestazioni, che ha ricevuto il 83,6 per cento di ""sì"". Zell ZH ha accolto il testo, così come quanto avvenuto a livello cantonale."
"Aesch ZH","In Aesch ZH hat die einheitliche Finanzierung der Leistungen im Gesundheitswesen keine Mehrheit gefunden: 78 Prozent haben die Vorlage abgelehnt. Aesch ZH hat damit anders abgestimmt als der Kanton Zürich, der die Vorlage angenommen hat.","Aesch (ZH)","C'est non au financement uniforme des prestations médicales ambulatoires, stationnaires et les soins de longue durée à Aesch (ZH). Les habitants ont refusé le texte à 78 pour cent. Aesch (ZH) a rejeté la réforme, contrairement à son canton.","Aesch (ZH)","Gli elettori di Aesch ZH si sono mostrati scettici nei confronti del finanziamento uniforme delle prestazioni, che è stato respinto con il 78 per cento di voti contrari. Aesch ZH ha respinto il testo, contrariamente a quanto registrato a livello cantonale."
"Birmensdorf ZH","77,6 Prozent der Stimmbürgerinnen und Stimmbürger in Birmensdorf ZH haben Ja gesagt zur einheitliche Finanzierung der Leistungen im Gesundheitswesen. Birmensdorf ZH hat damit gleich wie der Kanton Zürich Ja gesagt zu dieser Vorlage.","Birmensdorf (ZH)","Les habitants de Birmensdorf (ZH) acceptent avec 77,6 pour cent de oui le financement uniforme des prestations médicales ambulatoires, stationnaires et les soins de longue durée. Birmensdorf (ZH) a approuvé la réforme, tout comme son canton.","Birmensdorf (ZH)","Il 77,6 per cento degli elettori di Birmensdorf ZH ha accolto il finanziamento uniforme delle prestazioni. Birmensdorf ZH ha accolto il testo, così come quanto avvenuto a livello cantonale."
"Dietikon ZH","Die einheitliche Finanzierung der Leistungen im Gesundheitswesen ist in Dietikon mit 67,6 Prozent der Stimmen angenommen worden. Dietikon hat damit gleich wie der Kanton Zürich Ja gesagt zu dieser Vorlage.","Dietikon (ZH)","Le financement uniforme des prestations médicales ambulatoires, stationnaires et les soins de longue durée est approuvé à Dietikon par 67,6 pour cent des votants. Dietikon a approuvé la réforme, tout comme son canton.","Dietikon (ZH)","A Dietikon gli abitanti hanno accolto il finanziamento uniforme delle prestazioni con il 67,6 per cento di ""sì"". Dietikon ha accolto il testo, così come quanto avvenuto a livello cantonale."
"Geroldswil ZH","Die einheitliche Finanzierung der Leistungen im Gesundheitswesen ist in Geroldswil mit 71,4 Prozent der Stimmen angenommen worden. Geroldswil hat damit gleich wie der Kanton Zürich Ja gesagt zu dieser Vorlage.","Geroldswil (ZH)","Le financement uniforme des prestations médicales ambulatoires, stationnaires et les soins de longue durée est approuvé à Geroldswil par 71,4 pour cent des votants. Geroldswil a approuvé la réforme, tout comme son canton.","Geroldswil (ZH)","A Geroldswil gli abitanti hanno accolto il finanziamento uniforme delle prestazioni con il 71,4 per cento di ""sì"". Geroldswil ha accolto il testo, così come quanto avvenuto a livello cantonale."
"Oberengstringen ZH","57,6 der Stimmbürgerinnen und Stimmbürger von Oberengstringen haben die einheitliche Finanzierung der Leistungen im Gesundheitswesen abgelehnt. Oberengstringen hat damit anders abgestimmt als der Kanton Zürich, der die Vorlage angenommen hat.","Oberengstringen (ZH)","Les habitants d'Oberengstringen s'opposent au financement uniforme des prestations médicales ambulatoires, stationnaires et les soins de longue durée par 57,6 pour cent des voix. Oberengstringen a rejeté la réforme, contrairement à son canton.","Oberengstringen (ZH)","Gli abitanti di Oberengstringen hanno respinto il finanziamento uniforme delle prestazioni con il 57,6 per cento di ""no"". Oberengstringen ha respinto il testo, contrariamente a quanto registrato a livello cantonale."
"Oetwil an der Limmat ZH","In Oetwil an der Limmat hat die einheitliche Finanzierung der Leistungen im Gesundheitswesen keine Mehrheit gefunden: 73,5 Prozent haben die Vorlage abgelehnt. Oetwil an der Limmat hat damit anders abgestimmt als der Kanton Zürich, der die Vorlage angenommen hat.","Oetwil an der Limmat (ZH)","C'est non au financement uniforme des prestations médicales ambulatoires, stationnaires et les soins de longue durée à Oetwil an der Limmat. Les habitants ont refusé le texte à 73,5 pour cent. Oetwil an der Limmat a rejeté la réforme, contrairement à son canton.","Oetwil an der Limmat (ZH)","Gli elettori di Oetwil an der Limmat si sono mostrati scettici nei confronti del finanziamento uniforme delle prestazioni, che è stato respinto con il 73,5 per cento di voti contrari. Oetwil an der Limmat ha respinto il testo, contrariamente a quanto registrato a livello cantonale."
"Schlieren ZH","86,4 Prozent der Stimmbürgerinnen und Stimmbürger von Schlieren haben sich gegen die einheitliche Finanzierung der Leistungen im Gesundheitswesen ausgesprochen. Schlieren hat damit anders abgestimmt als der Kanton Zürich, der die Vorlage angenommen hat.","Schlieren (ZH)","A Schlieren, les citoyens rejettent à 86,4 pour cent le financement uniforme des prestations médicales ambulatoires, stationnaires et les soins de longue durée. Schlieren a rejeté la réforme, contrairement à son canton.","Schlieren (ZH)","Nel comune di Schlieren, i cittadini hanno respinto il finanziamento uniforme delle prestazioni con il 86,4 per cento di voti contrari. Schlieren ha respinto il testo, contrariamente a quanto registrato a livello cantonale."
"Uitikon ZH","Mit 9'690 Nein zu 8'363 Ja haben die Stimmbürgerinnen und Stimmbürger von Uitikon die einheitliche Finanzierung der Leistungen im Gesundheitswesen abgelehnt. Das sind 53,7 Prozent. Uitikon hat damit anders abgestimmt als der Kanton Zürich, der die Vorlage angenommen hat.","Uitikon (ZH)","La population d'Uitikon rejette à 53,7 pour cent des voix le financement uniforme des prestations médicales ambulatoires, stationnaires et les soins de longue durée. Uitikon a rejeté la réforme, contrairement à son canton.","Uitikon (ZH)","A Uitikon gli abitanti si sono opposti al finanziamento uniforme delle prestazioni con il 53,7 per cento di voti a sfavore. Uitikon ha respinto il testo, contrariamente a quanto registrato a livello cantonale."
